start_time,end_time,text,emotion,sub-emotion,intensity
00:00:00,00:00:24,"No, that spot.",neutral,neutral,mild
00:00:24,00:00:25,You see that spot right there?,happiness,curiosity,mild
00:00:26,00:00:32,That exact spot was the scene of my worst camping experience of my life.,sadness,melancholy,moderate
00:00:32,00:00:35,"We got swarmed by thousands, millions of midges.",fear,fear,moderate
00:00:35,00:00:37,Absolutely horrific.,disgust,aversion,mild
00:00:37,00:00:38,"Ah, my eyes.",surprise,surprise,mild
00:00:38,00:00:41,But I'm not camping there tonight because I just can't.,neutral,neutral,mild
00:00:41,00:00:48,"I can't go back too soon, but I have got plans to wreak my revenge upon the midgee population later in the year.",happiness,excitement,moderate
00:00:48,00:00:53,So the plan tonight is a bit different because I'm heading up there.,neutral,neutral,mild
00:00:54,00:00:54,There.,neutral,neutral,mild
00:00:56,00:01:02,"That, what looks like a rocky hill is actually kind of the end of a bit of a ridge, and it's known as Hare's Castle.",neutral,neutral,mild
00:01:02,00:01:04,The view from the top is incredible.,happiness,admiration,mild
00:01:04,00:01:05,I've always wanted to camp there.,happiness,desire,moderate
00:01:05,00:01:08,I brought the smallest tent I have with me.,neutral,neutral,mild
00:01:08,00:01:12,The little tiny Rab Ridge Raider weighs less than a kilo.,neutral,neutral,mild
00:01:12,00:01:14,So let's go have an adventure.,happiness,excitement,moderate
00:01:38,00:01:38,You see this?,happiness,curiosity,mild
00:01:39,00:01:40,This stuff right here?,surprise,confusion,mild
00:01:41,00:01:41,Yeah.,neutral,neutral,mild
00:01:41,00:01:44,This is all the grass that died over the winter.,disgust,aversion,mild
00:01:44,00:01:48,"And now it is bone dry, like straight straw.",disgust,aversion,moderate
00:01:48,00:01:50,And it is everywhere up here.,neutral,neutral,mild
00:01:50,00:01:53,Anywhere you see that's yellow is coated in this.,neutral,neutral,mild
00:01:53,00:02:02,"And that's why at the start of the spring, there are always so many fires, because you drop one spark onto that and this entire place would go up very, very, very quickly.",happiness,excitement,moderate
00:02:02,00:02:06,Not something you want to be lighting a fire anywhere near.,disgust,aversion,moderate
00:02:06,00:02:08,We're nearly up at the secret waterfall.,neutral,neutral,mild
00:02:11,00:02:12,See over there?,happiness,curiosity,mild
00:02:12,00:02:16,"If you look closely, you'll see a tree growing.",neutral,neutral,mild
00:02:17,00:02:18,That's where the secret waterfall is.,happiness,curiosity,mild
00:02:32,00:02:33,Delicate operation.,happiness,admiration,mild
00:02:44,00:02:48,"While I'm here, I'm gonna fill up my water filter.",neutral,neutral,mild
00:02:49,00:02:53,"I've only been carrying 500 mils, and I'll need about a liter.",neutral,neutral,mild
00:02:53,00:02:58,"So soft flask with a water filter on it, fill this up, and then that will give me a liter in total.",neutral,neutral,mild
00:04:15,00:04:16,Okay.,neutral,neutral,mild
00:04:18,00:04:23,"And after all that, I'm not going to camp up here tonight for several reasons.",sadness,disappointment,mild
00:04:23,00:04:25,"First of all, the ground is incredibly squisherous.",disgust,aversion,moderate
00:04:25,00:04:27,"I don't know if you can see that, but there's water there.",happiness,curiosity,mild
00:04:27,00:04:30,"So if I camp on that, like, everywhere up here is really marshy for some reason.",neutral,neutral,mild
00:04:30,00:04:34,"Like, down there is much drier, and if I camp on that, it's gonna, like, just get me cold.",fear,nervousness,mild
00:04:34,00:04:36,"Doesn't look cold, but it's actually really cold up here.",neutral,neutral,mild
00:04:36,00:04:41,"If you look on the top of sleeve, Donard, there's still snow up there.",happiness,curiosity,mild
00:04:42,00:04:46,"So it's, like, below zero up on the summit, and it's going to get quite cold tonight.",neutral,neutral,mild
00:04:46,00:04:49,"I kind of want to sit and be able to, like, chat to the camera.",happiness,desire,mild
00:04:49,00:04:51,There's nowhere I can sit up here.,anger,annoyance,moderate
00:04:51,00:04:52,"I have a Sit mat, put in the grind.",neutral,neutral,mild
00:04:52,00:04:54,My legs are going to get wet with that.,fear,fear,moderate
00:04:55,00:05:01,And also there's the fact that I could really do with getting a good night's sleep tonight for reasons I'll explain in a minute.,neutral,neutral,mild
00:05:01,00:05:06,So I'm just going to go down to that more shelter spot and pitch there and I will come back here.,neutral,neutral,mild
00:05:06,00:05:09,I will come back up here and pitch camp up here in the summer.,happiness,optimism,mild
00:05:10,00:05:14,Some generous soul left me a bottle.,happiness,admiration,mild
00:05:14,00:05:19,"I was going to go down, fill up the two containers I have and then I'd have a liter fill this up.",neutral,neutral,mild
00:05:19,00:05:22,I've got two and a half liters to last me until morning.,neutral,neutral,mild
00:05:22,00:05:27,"I mean, if I drink that much tonight, the inside of my tent will be sodden.",fear,fear,moderate
00:05:28,00:05:29,But yeah.,neutral,neutral,mild
00:05:29,00:05:39,"So thanks to whoever, whatever kind person left this lying up here on the mountain, whoever just didn't have enough room in their pack to bring it home.",happiness,caring,mild
00:05:40,00:05:40,Thank you.,happiness,gratitude,mild
00:05:50,00:05:53,"Okay, this will work.",happiness,optimism,mild
00:05:59,00:06:00,There's some sheep dung.,neutral,neutral,mild
00:06:00,00:06:03,There's going to be a lot of sheep dung around here.,fear,fear,moderate
00:06:03,00:06:07,"Right, let's pitch me tiny tent first.",happiness,optimism,mild
00:06:07,00:06:08,Hold me close now.,happiness,desire,mild
00:06:08,00:06:12,Tiny tent always do a practice lie.,neutral,neutral,mild
00:06:13,00:06:14,This is slightly squishy.,neutral,neutral,mild
00:06:14,00:06:15,It's not as squishy as up there.,neutral,neutral,mild
00:06:15,00:06:16,We're still here.,neutral,neutral,mild
00:06:18,00:06:18,Yeah.,neutral,neutral,mild
00:06:18,00:06:19,Okay.,neutral,neutral,mild
00:06:19,00:06:23,Is my bum wet when I'm pitching this?,surprise,confusion,moderate
00:06:23,00:06:31,I'll tell you why I haven't done as many camping videos as maybe you might have been hoping for.,neutral,neutral,mild
00:06:31,00:06:50,"The reason has been actually quite frustrating and it's every single time I have gone camping or went camping during the last this winter, I've gotten sick for about two, three days afterwards and in some cases, like I haven't felt great for a week afterwards.",anger,annoyance,moderate
00:06:51,00:06:57,"So it meant if I was going to go camping, I had to plan to basically lose several days off work.",fear,nervousness,moderate
00:06:57,00:06:58,But it's not just camping.,neutral,neutral,mild
00:06:58,00:07:04,I think there might be something else going on because over the last six months or so I've been getting sick.,neutral,neutral,mild
00:07:04,00:07:04,"In fact, more than that.",surprise,realization,mild
