start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:06,000","No, aunt, no, no, why are you doing that?",surprise,confusion,moderate
"00:00:06,000","00:00:12,000","I have never thought about being unfaithful, until now.",surprise,realization,intense
"00:00:12,000","00:00:14,000","I don't understand it, Aunt.",surprise,confusion,moderate
"00:00:16,000","00:00:17,000",I do not recognize it.,surprise,confusion,mild
"00:00:17,000","00:00:19,000","Normal, normal.",neutral,neutral,neutral
"00:00:19,000","00:00:20,000","The Geno is my boyfriend, Aunt.",neutral,neutral,neutral
"00:00:20,000","00:00:24,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,anger,annoyance,mild
"00:00:24,000","00:00:27,000","I think it's not a trolley, aunt, like you.",surprise,confusion,mild
"00:00:28,000","00:00:30,000",If you go to the liar.,disgust,disapproval,moderate
"00:00:44,000","00:00:47,000",You have realized that you love her more than you think.,surprise,realization,intense
"00:00:47,000","00:00:51,000",And you can't lose her and start your life without her.,fear,fear,intense
"00:00:53,000","00:00:55,000","Where is the most beautiful couple, huh?",happiness,curiosity,mild
"00:00:56,000","00:00:57,000",Ours or not?,happiness,curiosity,mild
"00:01:00,000","00:01:02,000","Tell me what happens, I haven't said anything.",happiness,curiosity,moderate
"00:01:02,000","00:01:04,000","Nico, Nico, you can't talk.",disgust,disapproval,moderate
"00:01:08,000","00:01:11,000","I think it's the perfect moment, I already tell you.",happiness,optimism,moderate
"00:01:25,000","00:01:49,000","No, it was a dust, it is a contact.",surprise,confusion,mild
"00:01:49,000","00:01:51,000",I do not want to see me there looking at my dust of my life.,fear,embarrassment,moderate
"00:01:56,000","00:01:58,000",When was the last time you saw yourself?,happiness,curiosity,mild
"00:01:58,000","00:01:59,000",October.,neutral,neutral,neutral
"00:01:59,000","00:02:00,000",And what happened among you?,happiness,curiosity,moderate
"00:02:00,000","00:02:02,000",I met Álvaro in a disco.,neutral,neutral,neutral
"00:02:02,000","00:02:03,000",Next to him we spent a night together.,neutral,neutral,neutral
"00:02:03,000","00:02:04,000",David knows what there is.,neutral,neutral,neutral
"00:02:04,000","00:02:07,000","We were not as a couple at that time,",neutral,neutral,neutral
"00:02:07,000","00:02:08,000",We tell ourselves and period.,neutral,neutral,neutral
"00:02:11,000","00:02:14,000","What hurts me is that my boyfriend will see him, uncle.",fear,fear,intense
"00:02:14,000","00:02:16,000",How do you want you to be here?,surprise,confusion,mild
"00:02:16,000","00:02:17,000",It hurts me.,sadness,sadness,intense
"00:02:17,000","00:02:20,000","Tests this connection with a person who,",happiness,curiosity,mild
