start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:02,000",This is my decision. The case has been finished. Thank you.,neutral,neutral,neutral
"00:00:31,000","00:00:34,000","If she falls down the stairs, I wouldn't mind. No.",anger,anger,intense
"00:00:36,000","00:00:39,000","If she does sitting down, you are the time of the judge.",surprise,confusion,moderate
"00:00:40,000","00:00:44,000",Do you want to take those words back very quickly?,anger,annoyance,moderate
"00:00:52,000","00:00:54,000",I am on my way to Gorkum.,neutral,neutral,neutral
"00:00:54,000","00:00:59,000",The 78-year-old Teunie lives there in a nice apartment with a private parking space.,neutral,neutral,neutral
"00:00:59,000","00:01:03,000","Well, super deluxe, thick for each other, you would think.",neutral,neutral,neutral
"00:01:03,000","00:01:05,000",But nothing could be further from the truth.,sadness,disappointment,moderate
"00:01:05,000","00:01:10,000","Because since a few years, Teunie is annoyed by the parking behavior of her neighbors.",anger,annoyance,moderate
"00:01:10,000","00:01:16,000",They put their cars in such a way that Teunie can no longer go anywhere.,anger,annoyance,moderate
"00:01:16,000","00:01:20,000",It comes across as anti -social parking behavior.,,,
"00:01:20,000","00:01:25,000",You have to stick to the regulations and there is a P in the parking space.,anger,annoyance,mild
"00:01:25,000","00:01:26,000",You don't have a multi -rights.,disgust,disapproval,moderate
"00:01:26,000","00:01:32,000","The neighbors in question, Olga and her family, do not understand what the neighbor is so concerned about.",surprise,confusion,mild
"00:01:32,000","00:01:35,000",She always has enough room to park her parent.,neutral,neutral,neutral
"00:01:35,000","00:01:37,000","No, there is another problem.",surprise,realization,mild
"00:01:37,000","00:01:39,000",And that lies with Teunie himself.,neutral,neutral,neutral
"00:01:39,000","00:01:41,000",She is a notorious whining.,disgust,disapproval,moderate
"00:01:41,000","00:01:44,000",She just has to stop that eternal whining.,anger,annoyance,moderate
"00:01:44,000","00:01:46,000",We really do not stand in the way of anyone.,neutral,neutral,neutral
"00:01:46,000","00:01:48,000",And it's just a whining cheese.,disgust,disapproval,moderate
"00:01:48,000","00:01:51,000","In the meantime, the neighbors are driving each other considerably in the wheels.",anger,annoyance,moderate
"00:01:51,000","00:01:55,000",And so it is high time that Master Visser and I travel to Gorkum ...,happiness,optimism,moderate
"00:01:55,000","00:01:59,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral,neutral
"00:02:13,000","00:02:15,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral,neutral
"00:02:15,000","00:02:17,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral,neutral
"00:02:18,000","00:02:21,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral,neutral
"00:02:21,000","00:02:23,000",The neighbors from that side.,neutral,neutral,neutral
"00:02:28,000","00:02:32,000",We live here with great pleasure with our dogs and our family.,happiness,joy,mild
"00:02:32,000","00:02:35,000",Only our living pleasure is greatly equaled ...,sadness,disappointment,moderate
"00:02:35,000","00:02:38,000",Because of the constant whining of our neighbor.,anger,annoyance,moderate
"00:02:38,000","00:02:40,000","Look, this is what it's all about, huh.",anger,annoyance,moderate
"00:02:40,000","00:02:42,000",Two cars in a row.,neutral,neutral,neutral
"00:02:42,000","00:02:45,000","But the neighbors have shit, so they just keep going.",anger,anger,intense
"00:02:45,000","00:02:48,000","Here is your parking space, and that crosses.",anger,annoyance,moderate
"00:02:51,000","00:02:54,000",The neighbor always has something to nag about parking.,anger,annoyance,moderate
"00:02:54,000","00:02:59,000","We park neatly in front of our own door, in our own driveway, along the HEG.",neutral,neutral,neutral
"00:02:59,000","00:03:01,000",Nobody is bothered by it.,neutral,neutral,neutral
"00:03:01,000","00:03:03,000",Only she.,neutral,neutral,neutral
"00:03:03,000","00:03:06,000","I'm going to drive back now, but what happens?",fear,nervousness,moderate
"00:03:06,000","00:03:10,000",Then I get the blame when I start making chunks.,anger,annoyance,moderate
"00:03:10,000","00:03:14,000",Madam indicates that she has no room enough to drive out.,anger,annoyance,moderate
"00:03:14,000","00:03:16,000",But see how much space you have.,neutral,neutral,neutral
"00:03:18,000","00:03:22,000",What will happen if I shade against one or the other?,fear,nervousness,moderate
"00:03:23,000","00:03:25,000","Oh, goddamn.",anger,anger,intense
"00:03:25,000","00:03:27,000","Yes, well, I damaged.",anger,annoyance,moderate
"00:03:27,000","00:03:29,000","Thank you, standard.",neutral,neutral,neutral
"00:03:29,000","00:03:31,000",Goddamn.,anger,anger,intense
"00:03:31,000","00:03:35,000","Yes, it could also have been a car from the neighbors instead of a bench.",anger,annoyance,moderate
"00:03:36,000","00:03:40,000","The discussion whether or not someone can drive is not with me, but with the CBR.",neutral,neutral,neutral
"00:03:40,000","00:03:43,000",And maybe Master Frank Visser can also give advice in this.,happiness,curiosity,mild
"00:03:43,000","00:03:45,000","Well, there we are.",neutral,neutral,neutral
"00:03:45,000","00:03:47,000",I hear him.,neutral,neutral,neutral
"00:03:47,000","00:03:50,000",I hope I can stand here and that it is well parked.,fear,nervousness,mild
"00:03:50,000","00:03:52,000",Otherwise I have a problem here.,,,
"00:03:52,000","00:03:54,000",It is rather sensitive.,anger,annoyance,mild
"00:03:54,000","00:03:56,000",Let's see where we are.,happiness,curiosity,mild
"00:03:56,000","00:03:59,000","Olga lives with her family in the corner, at number 15.",neutral,neutral,neutral
"00:03:59,000","00:04:01,000",I think we should be there.,neutral,neutral,neutral
"00:04:01,000","00:04:03,000",I think we should be there.,neutral,neutral,neutral
"00:04:03,000","00:04:05,000",I think we should be there.,neutral,neutral,neutral
"00:04:05,000","00:04:07,000",I think we should be there.,neutral,neutral,neutral
"00:04:07,000","00:04:09,000",I think we should be there.,neutral,neutral,neutral
"00:04:09,000","00:04:11,000",I think we should be there.,neutral,neutral,neutral
"00:04:12,000","00:04:14,000",Olga lives with her family there.,neutral,neutral,neutral
"00:04:14,000","00:04:16,000",And those are the parked cars.,neutral,neutral,neutral
"00:04:16,000","00:04:18,000","And Teunie, who lives there at number 11.",neutral,neutral,neutral
"00:04:18,000","00:04:21,000","And it has a very small, fine, handy, mobile.",neutral,neutral,neutral
"00:04:22,000","00:04:24,000",First here for coffee.,neutral,neutral,neutral
"00:04:25,000","00:04:28,000","Yes, you would say that there is enough space for everyone?",happiness,curiosity,mild
"00:04:28,000","00:04:30,000",In Amsterdam they are a bit of lead.,neutral,neutral,neutral
"00:04:30,000","00:04:32,000",There you pay five euros per hour.,neutral,neutral,neutral
"00:04:32,000","00:04:34,000",Good morning.,neutral,neutral,neutral
"00:04:34,000","00:04:36,000",Good morning. Come on.,neutral,neutral,neutral
"00:04:36,000","00:04:38,000","Day, Victor. Victor?",neutral,neutral,neutral
"00:04:38,000","00:04:40,000","Yes, I know you. Teunie, right?",neutral,neutral,neutral
"00:04:40,000","00:04:43,000","Fortunately, then you know what you are starting.",happiness,relief,mild
"00:04:43,000","00:04:45,000",Are you coming a step forward?,neutral,neutral,neutral
"00:04:45,000","00:04:49,000",Because I would actually want to go to the scene of disaster with you.,happiness,desire,mild
"00:04:49,000","00:04:53,000",Because I come and chat with you about the parking stuff with the neighbors.,neutral,neutral,neutral
"00:04:53,000","00:04:55,000","Yes, indeed.",neutral,neutral,neutral
"00:04:55,000","00:04:57,000","Well, do you just walk with me?",neutral,neutral,neutral
"00:04:57,000","00:04:59,000","Well, this is my parking space.",neutral,neutral,neutral
"00:04:59,000","00:05:01,000",This is your parking space?,happiness,curiosity,mild
"00:05:01,000","00:05:03,000","That is my own, that is my parking space.",neutral,neutral,neutral
"00:05:03,000","00:05:06,000",What is the problem with parking the neighbors?,happiness,curiosity,mild
"00:05:06,000","00:05:09,000","Well, their parking space, that ends at the P.",neutral,neutral,neutral
"00:05:09,000","00:05:11,000",It is not for nothing that there is a P in it.,anger,annoyance,mild
"00:05:11,000","00:05:13,000",That means parking.,neutral,neutral,neutral
"00:05:13,000","00:05:15,000",So actually you say ...,happiness,curiosity,mild
"00:05:15,000","00:05:19,000","The parking space of the neighbors runs to the P, to here?",happiness,curiosity,mild
"00:05:19,000","00:05:21,000","And, and.",neutral,neutral,neutral
"00:05:21,000","00:05:23,000",And they stick over it?,anger,annoyance,mild
"00:05:23,000","00:05:25,000","Yes, if everyone is going to do that ...",anger,annoyance,moderate
"00:05:25,000","00:05:28,000",Then nobody can get out of place anymore.,anger,annoyance,moderate
"00:05:29,000","00:05:33,000","The problem is, I find that very very very very ...",anger,annoyance,intense
"00:05:33,000","00:05:36,000",Because we park neatly on our own parking space ...,happiness,pride,mild
"00:05:36,000","00:05:39,000",And that family thinks they have more justice.,anger,annoyance,moderate
"00:05:39,000","00:05:42,000",They park two cars in a row that botheres me.,anger,annoyance,moderate
"00:05:44,000","00:05:46,000",How am I doing?,happiness,curiosity,mild
"00:05:46,000","00:05:48,000","Yes, this is not good, right?",disgust,disapproval,mild
"00:05:48,000","00:05:50,000","This is not allowed, actually?",surprise,confusion,mild
"00:05:50,000","00:05:52,000","No, no.",disgust,disapproval,mild
"00:05:52,000","00:05:54,000",Why is that not allowed?,happiness,curiosity,mild
"00:05:54,000","00:05:57,000",Because you can cause a different nuisance.,anger,annoyance,moderate
"00:05:57,000","00:05:59,000",You have the regulations ...,neutral,neutral,neutral
"00:05:59,000","00:06:02,000",And they are notarially prepared ...,neutral,neutral,neutral
"00:06:02,000","00:06:05,000",That means you will stick to that.,neutral,neutral,neutral
"00:06:05,000","00:06:08,000","I already hear it, you are a bit strict.",happiness,amusement,mild
"00:06:08,000","00:06:11,000","No, you have to do it as it should be.",happiness,approval,mild
"00:06:11,000","00:06:14,000",Because if you do one and the other it is not allowed ...,disgust,disapproval,mild
"00:06:14,000","00:06:16,000",Then you give nuisance again.,anger,annoyance,moderate
"00:06:16,000","00:06:18,000",Otherwise it will be a mess.,disgust,disapproval,mild
"00:06:18,000","00:06:21,000",Shall we talk about it with a cup of coffee a little further?,happiness,caring,mild
"00:06:21,000","00:06:23,000","Yes, that's fine.",neutral,neutral,neutral
"00:06:23,000","00:06:25,000","Do you also have something with it, something tasty?",happiness,desire,mild
"00:06:25,000","00:06:27,000",And.,neutral,neutral,neutral
"00:06:27,000","00:06:29,000","Well, then we go.",neutral,neutral,neutral
"00:06:32,000","00:06:35,000","Well, Teunie, I have to take a good look around me.",happiness,curiosity,mild
"00:06:35,000","00:06:38,000",You live a bit in your own Brokkkantemuseum.,happiness,amusement,mild
"00:06:38,000","00:06:40,000","If you found that, then.",neutral,neutral,neutral
"00:06:40,000","00:06:43,000",But where did you get all those things from?,happiness,curiosity,mild
"00:06:43,000","00:06:46,000","Yes, all collect, collect, for 40 years.",happiness,pride,mild
"00:06:46,000","00:06:48,000",And how long have you been living here?,happiness,curiosity,mild
"00:06:48,000","00:06:50,000","Eh, 21 years old.",neutral,neutral,neutral
"00:06:50,000","00:06:52,000",21 years?,surprise,surprise,mild
"00:06:52,000","00:06:54,000",Good market.,happiness,approval,mild
"00:06:54,000","00:06:56,000","Thank you, thank you.",happiness,gratitude,mild
"00:06:56,000","00:06:59,000",And how long has the neighborhood been living here?,happiness,curiosity,mild
"00:07:00,000","00:07:03,000",And how long have the neighbors live there?,happiness,curiosity,mild
"00:07:03,000","00:07:06,000",From 2014.,neutral,neutral,neutral
"00:07:06,000","00:07:09,000",And how was that contact with the neighbors in the beginning?,happiness,curiosity,mild
"00:07:09,000","00:07:11,000","Well, that was good.",happiness,approval,mild
"00:07:11,000","00:07:14,000",There was good morning and good afternoon.,neutral,neutral,neutral
"00:07:14,000","00:07:17,000",And then it was you to drink coffee.,neutral,neutral,neutral
"00:07:17,000","00:07:19,000","Okay, that is very friendly in itself.",happiness,approval,mild
"00:07:19,000","00:07:21,000",And.,neutral,neutral,neutral
"00:07:21,000","00:07:23,000",But why didn't you like it that much?,happiness,curiosity,mild
"00:07:23,000","00:07:25,000",Because I see you that you didn't like it that much.,surprise,realization,mild
"00:07:25,000","00:07:29,000","No, because we don't love to drink coffee together every time.",anger,annoyance,mild
"00:07:29,000","00:07:32,000","Okay, because she invited you more often.",happiness,curiosity,mild
"00:07:32,000","00:07:35,000","Yes, then you asked again, yes.",neutral,neutral,neutral
"00:07:35,000","00:07:37,000","Yes, that's how it goes.",neutral,neutral,neutral
"00:07:37,000","00:07:39,000",And before you know it you are fat friends with your neighbors.,happiness,amusement,mild
"00:07:39,000","00:07:41,000",You didn't feel like it.,disgust,disapproval,mild
"00:07:41,000","00:07:43,000",Nee.,disgust,disapproval,mild
"00:07:43,000","00:07:47,000",At some point the hassle about parking was created.,anger,annoyance,moderate
"00:07:47,000","00:07:49,000",When was that about?,happiness,curiosity,mild
"00:07:49,000","00:07:55,000","Well, after a while we learned that the father -in -law was going to park his car here.",anger,annoyance,mild
"00:07:55,000","00:07:57,000",The neighbor's father -in -law?,happiness,curiosity,mild
"00:07:57,000","00:07:58,000",And.,neutral,neutral,neutral
"00:07:58,000","00:08:00,000","Okay, he came to park his car here?",happiness,curiosity,mild
"00:08:00,000","00:08:02,000","Yes, and then the other year.",neutral,neutral,neutral
"00:08:02,000","00:08:05,000",Stock the son and the daughter there one after the other.,neutral,neutral,neutral
"00:08:05,000","00:08:09,000","Okay, so the whole family regularly stals the cars on the right?",anger,annoyance,mild
"00:08:09,000","00:08:11,000","Yes, two in a row, yes.",neutral,neutral,neutral
"00:08:11,000","00:08:14,000","Yes, and did it stay with the cars?",happiness,curiosity,mild
"00:08:14,000","00:08:16,000","No, because they are going to buy a camper.",anger,annoyance,mild
"00:08:16,000","00:08:19,000","It takes up even more space, because it is also wider.",anger,annoyance,moderate
"00:08:19,000","00:08:22,000",One for a weekend or one for six weeks of America?,happiness,curiosity,mild
"00:08:22,000","00:08:23,000",A mammoth.,surprise,surprise,mild
"00:08:23,000","00:08:24,000",A mammoth?,surprise,surprise,mild
"00:08:24,000","00:08:25,000",And.,neutral,neutral,neutral
"00:08:25,000","00:08:26,000","Well, that says enough.",disgust,disapproval,mild
"00:08:26,000","00:08:27,000","Yes, that says enough.",disgust,disapproval,mild
"00:08:27,000","00:08:28,000",And where did he get?,happiness,curiosity,mild
"00:08:28,000","00:08:30,000","Yes, in the parking space of course.",neutral,neutral,neutral
"00:08:32,000","00:08:35,000","Look, here is your parking space.",neutral,neutral,neutral
"00:08:35,000","00:08:38,000",So he crosses here.,neutral,neutral,neutral
"00:08:39,000","00:08:42,000","Here, I don't know how much.",surprise,confusion,mild
"00:08:49,000","00:08:52,000","Well, then it's just about 22.",neutral,neutral,neutral
"00:08:52,000","00:08:54,000",If he crosses.,neutral,neutral,neutral
"00:08:57,000","00:08:59,000",And have you ever said something about it?,happiness,curiosity,mild
"00:08:59,000","00:09:01,000","From, hey, that camper has to go?",anger,annoyance,mild
"00:09:01,000","00:09:02,000","Yes, of course.",neutral,neutral,neutral
"00:09:02,000","00:09:06,000",Written a letter with photos at the chairman of the VVD.,neutral,neutral,neutral
"00:09:06,000","00:09:08,000",But you don't do that directly?,happiness,curiosity,mild
"00:09:08,000","00:09:10,000","No, because she scolds me.",fear,fear,mild
"00:09:11,000","00:09:12,000",Does she do that?,surprise,surprise,mild
"00:09:12,000","00:09:16,000",They have been needed five times. I just had to need.,surprise,confusion,mild
"00:09:16,000","00:09:17,000",Does she say that?,surprise,surprise,mild
"00:09:17,000","00:09:18,000",And.,neutral,neutral,neutral
"00:09:18,000","00:09:21,000",And when was that then? And why does she say that?,happiness,curiosity,mild
"00:09:21,000","00:09:24,000","Well, I am coming to the parking lot.",neutral,neutral,neutral
"00:09:24,000","00:09:26,000",But then she also walks on the site.,neutral,neutral,neutral
"00:09:26,000","00:09:29,000",And then they go more and more at me.,anger,annoyance,moderate
"00:09:29,000","00:09:31,000",But then I raised my finger.,neutral,neutral,neutral
"00:09:31,000","00:09:34,000","Then I thought, there you have that person again, with that nagging.",anger,annoyance,moderate
"00:09:34,000","00:09:35,000",And.,neutral,neutral,neutral
"00:09:35,000","00:09:38,000","Well, then she started swearing, swearing, swearing.",anger,anger,intense
"00:09:38,000","00:09:42,000",And I saw them driving my own parking lot.,anger,annoyance,moderate
"00:09:42,000","00:09:44,000",But you did that?,surprise,surprise,mild
"00:09:44,000","00:09:47,000","Yes, when I saw them coming, I did one like that.",neutral,neutral,neutral
"00:09:47,000","00:09:49,000","Then I thought, great, you have them there again.",anger,annoyance,moderate
"00:09:49,000","00:09:51,000","But Mrs. Teunie, that's not so neat.",disgust,disapproval,mild
"00:09:51,000","00:09:53,000","No, that's not so neat. But do you like it?",neutral,neutral,neutral
"00:09:54,000","00:09:55,000",Do you like it?,happiness,curiosity,mild
"00:09:59,000","00:10:00,000",That is not so neat.,disgust,disapproval,mild
"00:10:00,000","00:10:02,000","No, not once, yes.",neutral,neutral,neutral
"00:10:02,000","00:10:04,000",But you are also tired of once.,neutral,neutral,neutral
"00:10:04,000","00:10:06,000",If you have my age and you are gone ...,neutral,neutral,neutral
"00:10:06,000","00:10:09,000",Then you always need to do a pee when you get home.,happiness,amusement,mild
"00:10:09,000","00:10:11,000",Then I can't go to my own toilet again.,anger,annoyance,moderate
"00:10:11,000","00:10:14,000",Because she will get in the road.,anger,annoyance,moderate
