start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:06,000",Every minute one of these 20 contestants will be eliminated and lose half a million dollars,,,
"00:00:10,000","00:00:12,000",Start the timer,neutral,neutral,neutral
"00:00:15,000","00:00:18,000",What are we gonna do like do we just stand here,surprise,confusion,mild
"00:00:19,000","00:00:24,000",Every 60 seconds someone gets eliminated. The only context they have is what's displayed on their tablet,surprise,confusion,moderate
"00:00:24,000","00:00:27,000",Let's see if they figure it out. So it's to vote for someone,happiness,curiosity,mild
"00:00:27,000","00:00:31,000",What do you guys want to vote for? Is it vote for someone to stay or someone to leave? I don't know,surprise,confusion,moderate
"00:00:33,000","00:00:38,000",I think I'm in shock. All of our numbers are on there. 10 seconds to elimination. No,,,
"00:00:48,000","00:00:55,000","Since half of you could not agree on someone to eliminate someone has to now randomly be eliminated. Oh, you're kidding me",surprise,surprise,intense
"00:00:55,000","00:00:57,000",Hopefully next round you can work together,happiness,optimism,mild
"00:01:11,000","00:01:14,000",Every minute someone will be eliminated start the timer,,,
"00:01:16,000","00:01:19,000",In this video time is not your friend,fear,fear,moderate
"00:01:19,000","00:01:25,000",Constant pressure forces split-second decisions that could make or break your chance at winning,fear,nervousness,intense
"00:01:26,000","00:01:29,000","$500,000 if no one votes for anyone then it's just odd",surprise,confusion,mild
"00:01:29,000","00:01:29,000",Yeah,neutral,neutral,neutral
"00:01:29,000","00:01:32,000",More than half of us have to agree to drop one person,happiness,optimism,moderate
"00:01:32,000","00:01:38,000",Let's see if they can make a decision this time and the one thing that these contestants all have in common is that they competed,happiness,curiosity,mild
"00:01:38,000","00:01:42,000",And were eliminated in my global hit series on prime video beast games,happiness,pride,mild
"00:01:42,000","00:01:49,000",I don't want to drop through this platform again. And some of them even eliminated others to win money for themselves,fear,fear,moderate
"00:01:49,000","00:01:54,000","We gotta vote for the people who already have money from these games. It's 17, 12 and 2. Those are the three numbers",,,
"00:01:54,000","00:01:55,000",Okay,neutral,neutral,neutral
