start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:07,000","When he was after a carol, he cried and said that just what was happening in the church now,",sadness,sadness,mild
"00:00:07,000","00:00:10,000",He is currently in retirement.,neutral,neutral,neutral
"00:00:10,000","00:00:22,000","And what, but not, but what, and why do you, but, but, but don't bother you, but please, but please, but please, lady, no.",surprise,confusion,moderate
"00:00:22,000","00:00:30,000","Young people, that they would know what it should look like, because the world now depends on the young.",happiness,optimism,mild
"00:00:39,000","00:00:41,000",But I am interested in this jerk at all.,anger,annoyance,moderate
"00:00:41,000","00:00:42,000",And why?,happiness,curiosity,mild
"00:00:42,000","00:00:43,000",Because it is a jerk.,anger,annoyance,moderate
"00:00:43,000","00:00:44,000",And I am interested in it.,happiness,curiosity,mild
"00:00:44,000","00:00:45,000",And why?,happiness,curiosity,mild
"00:00:45,000","00:00:47,000","Because there is a jerk, no.",anger,annoyance,moderate
"00:00:47,000","00:00:49,000",The Lord knows that this is a jerk.,disgust,disapproval,moderate
"00:00:49,000","00:00:50,000",And the prime minister maybe better?,neutral,neutral,neutral
"00:00:50,000","00:00:51,000",So that he was a jerk.,disgust,disapproval,moderate
"00:00:51,000","00:00:55,000","The first family cheater, first category thief.",disgust,disgust,intense
"00:00:55,000","00:00:57,000",What do you think?,happiness,curiosity,mild
"00:00:57,000","00:00:58,000",What would you say to the president?,happiness,curiosity,mild
"00:00:58,000","00:01:03,000","For me they are, I really like the president, they are worshiped gentlemen.",happiness,admiration,mild
"00:01:03,000","00:01:05,000","Lord, are you neighbors?",happiness,curiosity,mild
"00:01:05,000","00:01:06,000",That's it.,neutral,neutral,neutral
"00:01:06,000","00:01:10,000","There was a policeman and it is, yes, such security.",neutral,neutral,neutral
"00:01:10,000","00:01:12,000",And Prime Minister Morawiecki remained.,neutral,neutral,neutral
"00:01:12,000","00:01:15,000","Oh Jesus, no, well, gentlemen, well, no.",disgust,disapproval,moderate
"00:01:15,000","00:01:16,000","No, no.",disgust,disapproval,mild
"00:01:16,000","00:01:16,000","Well, what's wrong with him?",happiness,curiosity,mild
"00:01:16,000","00:01:17,000","Well, what's wrong with him?",happiness,curiosity,mild
"00:01:17,000","00:01:18,000","Well, how not, but a banker.",neutral,neutral,neutral
"00:01:18,000","00:01:20,000","That, if the banker ate, he displaced it.",surprise,confusion,mild
"00:01:20,000","00:01:22,000","How much, how many cases did he have in court?",happiness,curiosity,mild
"00:01:22,000","00:01:23,000",But listen.,neutral,neutral,neutral
"00:01:23,000","00:01:24,000",How much did he lose?,happiness,curiosity,mild
"00:01:24,000","00:01:25,000",I will tell you too.,neutral,neutral,neutral
"00:01:25,000","00:01:26,000",Słamał? Słamał?,surprise,confusion,moderate
"00:01:26,000","00:01:27,000",Tell me what's going on.,happiness,curiosity,mild
"00:01:27,000","00:01:29,000",It's fascism.,anger,anger,intense
"00:01:29,000","00:01:33,000",They will lead to blood and the Church to this.,fear,fear,intense
"00:01:33,000","00:01:37,000",This is another fascist organization.,anger,anger,intense
"00:01:37,000","00:01:39,000",They are just walking.,neutral,neutral,neutral
"00:01:39,000","00:01:42,000","Well, but as you see, for example, Andrzej Duda of Załęjski",neutral,neutral,neutral
"00:01:42,000","00:01:44,000","And yes, they run.",neutral,neutral,neutral
"00:01:44,000","00:01:49,000","Well, because it just has to, he must, he would lick shit under the duck.",disgust,disgust,intense
"00:01:49,000","00:01:51,000",It is not a man.,disgust,disapproval,intense
"00:01:51,000","00:01:52,000",This is not a politician.,disgust,disapproval,intense
"00:01:52,000","00:01:52,000",Duda?,neutral,neutral,neutral
"00:01:52,000","00:01:55,000","Well, this is a street punishment.",disgust,disapproval,moderate
"00:01:55,000","00:01:59,000","But, but the fuck like not now, in my life it wasn't like that.",anger,anger,intense
"00:01:59,000","00:02:01,000",But what do you mean?,happiness,curiosity,mild
"00:02:01,000","00:02:02,000","Polish government, or what is happening in ...",surprise,confusion,mild
"00:02:02,000","00:02:06,000","No, no, no, the Polish government, which is not in the beginning, sir.",disgust,disapproval,moderate
"00:02:06,000","00:02:08,000",Scandal on the scandal.,disgust,disapproval,intense
"00:02:08,000","00:02:10,000",Scandal on the scandal.,disgust,disapproval,intense
"00:02:10,000","00:02:13,000",The scandal and nobody is responsible for it.,sadness,disappointment,moderate
"00:02:13,000","00:02:16,000","Well, as if you said that well, they provide the government all the time,",neutral,neutral,neutral
"00:02:16,000","00:02:19,000",that they look after seniors that ...,neutral,neutral,neutral
"00:02:19,000","00:02:22,000",I am not interested in at all.,anger,annoyance,mild
"00:02:22,000","00:02:28,000","How our government can make some important decisions,",happiness,curiosity,mild
"00:02:28,000","00:02:31,000","Like a beer bottles, he can't do it.",disgust,disapproval,moderate
"00:02:31,000","00:02:34,000","Not to this man, I can't wish.",disgust,disapproval,moderate
"00:02:34,000","00:02:38,000",He drives around Poland and people simply make water from the brain.,disgust,disapproval,intense
"00:02:38,000","00:02:42,000","Everything he is, he says is the opposite and",surprise,confusion,moderate
"00:02:42,000","00:02:45,000",I don't like it very much and I would not like me to ...,disgust,disapproval,moderate
"00:02:45,000","00:02:46,000",He should not run at all.,disgust,disapproval,intense
"00:02:46,000","00:02:48,000","Well, he can wish you not to start.",disgust,disapproval,mild
"00:02:48,000","00:02:49,000","Oh, such a wish.",neutral,neutral,neutral
"00:02:49,000","00:02:52,000","Also, of course, you say well.",happiness,approval,mild
"00:02:52,000","00:02:53,000","Thank you, all the best.",happiness,gratitude,mild
"00:02:53,000","00:02:54,000",Here you go.,neutral,neutral,neutral
"00:02:54,000","00:02:57,000","A very positive man, extremely long -term.",happiness,admiration,moderate
"00:02:57,000","00:02:58,000",Pan Donald Tusk?,neutral,neutral,neutral
"00:02:58,000","00:02:58,000",Not.,neutral,neutral,neutral
"00:02:58,000","00:03:00,000","Because you know, because yes, this Saturday,",neutral,neutral,neutral
"00:03:00,000","00:03:03,000","Oh, 66-year-old PO chairman and we are gathering wishes.",neutral,neutral,neutral
"00:03:03,000","00:03:05,000",And you know what?,happiness,curiosity,mild
"00:03:05,000","00:03:08,000","A very positive man, very good",happiness,admiration,moderate
"00:03:08,000","00:03:12,000",In the European Parliament he represented the interest of the country,happiness,admiration,moderate
"00:03:12,000","00:03:17,000",And maybe finally this march scheduled for June 4,happiness,optimism,mild
"00:03:17,000","00:03:23,000",On a very symbolic day he will bring its expected result.,happiness,optimism,moderate
"00:03:25,000","00:03:29,000",Let's do everything to stop what is happening now.,happiness,optimism,intense
"00:03:29,000","00:03:32,000","This, for that, is 200 zlotys almost.",neutral,neutral,neutral
"00:03:32,000","00:03:32,000",PLN 200?,surprise,surprise,mild
"00:03:32,000","00:03:35,000",Almost 200.,neutral,neutral,neutral
"00:03:35,000","00:03:38,000","Pake, they do what they want.",disgust,disapproval,moderate
"00:03:38,000","00:03:42,000",Villa Plus give away how they like it.,disgust,disapproval,moderate
"00:03:42,000","00:03:45,000",You also think that you know this path terribly.,disgust,disapproval,moderate
"00:03:45,000","00:03:47,000",We ask Poles about Minister Ziobra.,neutral,neutral,neutral
"00:03:47,000","00:03:49,000",Is he a good minister of justice?,happiness,curiosity,mild
"00:03:49,000","00:03:54,000","Sir, the indecent words are on my lips.",anger,anger,intense
"00:03:54,000","00:03:57,000",I do not represent this option and I hope,disgust,disapproval,moderate
"00:03:57,000","00:04:00,000",that this gentleman will soon land in prison.,anger,anger,intense
"00:04:00,000","00:04:02,000","Oh, don't talk about him because it hurts in my stomach,",disgust,disgust,intense
"00:04:02,000","00:04:10,000","When I look at him that this is a bandit, not a minister.",anger,anger,intense
"00:04:10,000","00:04:12,000",It is a pity to bear it by mowing him in the ass.,anger,anger,intense
