start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:05,000","Every week, Hector Botrini visits a restaurant facing problems and asks for his help.",neutral,neutral,neutral
"00:00:05,000","00:00:09,000","While we started well, then we made a big belly.",sadness,disappointment,moderate
"00:00:10,000","00:00:14,000",His mission to give a new impetus to the business in his own special way.,happiness,optimism,moderate
"00:00:15,000","00:00:18,000","I'll tell you, tonight you will water it.",happiness,curiosity,mild
"00:00:20,000","00:00:22,000",It only has four days to do it.,fear,nervousness,moderate
"00:00:22,000","00:00:27,000",It will be able to convince them that seriousness is A and Z for a successful course.,happiness,optimism,moderate
"00:00:27,000","00:00:29,000","You are a cook my child, where are you a magician.",happiness,amusement,mild
"00:00:30,000","00:00:32,000",But who is Hector Botrin.,happiness,curiosity,mild
"00:00:32,000","00:00:36,000",It is one of the best and most creative in Greece.,happiness,admiration,moderate
"00:00:36,000","00:00:42,000",His restaurants in Corfu and Thessaloniki are an attraction for Gamel in the country.,happiness,pride,moderate
"00:00:42,000","00:00:45,000",And his dishes reduce gastronomy into art.,happiness,admiration,intense
"00:00:45,000","00:00:50,000",Since 2003 he has been awarded each year by the prestigious Golden Skoufi competition.,happiness,pride,intense
"00:00:50,000","00:00:53,000",While he has won three times the title of the best.,happiness,admiration,intense
"00:00:54,000","00:00:57,000",This week Hector Botrinis is in Petersburg.,neutral,neutral,neutral
"00:00:57,000","00:01:00,000","42 -year -old Babis, former Rupon Craft Owner,",neutral,neutral,neutral
"00:01:00,000","00:01:04,000","He opened a restaurant to deal with what he likes, cooking.",happiness,desire,moderate
"00:01:04,000","00:01:05,000",Liar cook.,disgust,disapproval,moderate
"00:01:05,000","00:01:06,000","Who cooks, really, yes.",happiness,curiosity,mild
"00:01:06,000","00:01:07,000",Good question.,neutral,neutral,neutral
"00:01:08,000","00:01:11,000",I have my chrysanthemum and we fight it.,happiness,optimism,moderate
"00:01:11,000","00:01:15,000",The methods he uses to flare up clients are somewhat unorthodox.,happiness,curiosity,mild
"00:01:15,000","00:01:16,000",Here.,neutral,neutral,neutral
"00:01:18,000","00:01:20,000",We have to survive and we will survive.,happiness,optimism,intense
"00:01:21,000","00:01:25,000","But where the biggest problems are found, in the waiter's convenient trends ...",surprise,confusion,moderate
"00:01:25,000","00:01:26,000",I don't get it again.,surprise,confusion,moderate
