start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:01,000","Oh, I mean, you are a little bit?",happiness,curiosity,mild
"00:00:01,000","00:00:04,000","You are a rod, or a rude, or a rude",surprise,confusion,moderate
"00:00:04,000","00:00:06,000",ده The Blind Date Show,neutral,neutral,neutral
"00:00:06,000","00:00:08,000",ودول اتنين مايعرفوش بعض,neutral,neutral,neutral
"00:00:16,000","00:00:17,000",كل واحد فيهم مش شايف التاني,neutral,neutral,neutral
"00:00:17,000","00:00:19,000",وبينهم الحيطة دي,neutral,neutral,neutral
"00:00:19,000","00:00:22,000",The Black Diet is our riche,surprise,confusion,moderate
"00:00:22,000","00:00:25,000",كل راونز بينزل لهم موضوع لازم يتكلموا فيه,neutral,neutral,neutral
"00:00:25,000","00:00:27,000",Topics have a relationship with the passport,neutral,neutral,neutral
"00:00:27,000","00:00:28,000",clothes,neutral,neutral,neutral
"00:00:28,000","00:00:28,000",money,neutral,neutral,neutral
"00:00:28,000","00:00:29,000",Job,neutral,neutral,neutral
"00:00:29,000","00:00:30,000",وحاجات تانية كتير,neutral,neutral,neutral
"00:00:30,000","00:00:31,000",Then the whole,neutral,neutral,neutral
"00:00:31,000","00:00:33,000",كل واحد بيدي التاني ريتينغ,neutral,neutral,neutral
"00:00:33,000","00:00:36,000","According to them, they are almost some DA in Rhond",surprise,confusion,moderate
"00:00:36,000","00:00:39,000","And in the other before everyone knows, he was sitting in Diet with Maine",surprise,confusion,moderate
"00:00:39,000","00:00:41,000",They decide if you will go back again or not,happiness,curiosity,mild
"00:00:41,000","00:00:44,000",كتير من تاني,neutral,neutral,neutral
"00:00:59,000","00:00:59,000",هاي,neutral,neutral,neutral
"00:00:59,000","00:01:00,000",هاي,neutral,neutral,neutral
"00:01:00,000","00:01:02,000","Finally, I was able to tell",happiness,relief,mild
"00:01:02,000","00:01:03,000",How?,happiness,curiosity,mild
"00:01:03,000","00:01:04,000","Okay, how are you?",neutral,neutral,neutral
"00:01:04,000","00:01:05,000",News,neutral,neutral,neutral
