start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:02,000",Wait! Wait!,surprise,surprise,mild
"00:00:02,000","00:00:04,000",Anna Kelemen had a self -torture day.,sadness,sadness,moderate
"00:00:04,000","00:00:08,000",The value of the picture is 5 million HUF.,surprise,surprise,moderate
"00:00:08,000","00:00:10,000",He's a granny inherited painting.,neutral,neutral,neutral
"00:00:10,000","00:00:14,000",I find your little heart at all what the hell came to you.,surprise,confusion,moderate
"00:00:14,000","00:00:16,000",Help?,surprise,confusion,mild
"00:00:31,000","00:00:33,000",Sweet Life!,happiness,excitement,mild
"00:00:34,000","00:00:37,000","Pamela beautifies the new apartment in today's broadcast of sweet life,",neutral,neutral,neutral
"00:00:37,000","00:00:39,000",while Berki rest in Barcelona.,neutral,neutral,neutral
"00:00:39,000","00:00:42,000","Csiki, everything has to be dusted as I know because you don't leave the lun here.",anger,annoyance,mild
"00:00:42,000","00:00:43,000","Nothing you, this is Christian.",neutral,neutral,neutral
"00:00:43,000","00:00:45,000",Sági will be waiting for the climate.,neutral,neutral,neutral
"00:00:45,000","00:00:46,000",What happens now?,surprise,confusion,mild
"00:00:46,000","00:00:48,000",We do not know now if an egg is drinking.,surprise,confusion,moderate
"00:00:48,000","00:00:50,000",And Zsolti wins his own.,happiness,pride,mild
"00:00:50,000","00:00:52,000",And in his money.,neutral,neutral,neutral
"00:00:52,000","00:00:54,000","I can give it to you, just to take Ruvak ahead.",neutral,neutral,neutral
"00:00:54,000","00:00:56,000","Not to be rotten, I would buy a car a little bigger.",happiness,desire,mild
"00:00:56,000","00:00:58,000",Krisztián Ambó goes into a wheelchair.,neutral,neutral,neutral
"00:00:58,000","00:00:59,000",Do you see it?,happiness,curiosity,mild
"00:00:59,000","00:01:00,000","Yes, slowly.",neutral,neutral,neutral
"00:01:00,000","00:01:01,000","Okay, of course.",neutral,neutral,neutral
"00:01:01,000","00:01:04,000",Sweet Life!,happiness,excitement,mild
"00:01:04,000","00:01:06,000","Well, I don't think they're up yet.",happiness,curiosity,mild
"00:01:06,000","00:01:07,000",They are not up.,neutral,neutral,neutral
"00:01:07,000","00:01:08,000","In this case, the sound.",neutral,neutral,neutral
"00:01:08,000","00:01:09,000","No, they are.",neutral,neutral,neutral
"00:01:09,000","00:01:11,000","You have to be up, good morning.",neutral,neutral,neutral
"00:01:11,000","00:01:13,000",Ringing.,neutral,neutral,neutral
"00:01:13,000","00:01:14,000",Which one is the bell?,happiness,curiosity,mild
"00:01:14,000","00:01:15,000",That's the electricity. He's there.,neutral,neutral,neutral
"00:01:15,000","00:01:16,000",The electricity.,neutral,neutral,neutral
"00:01:17,000","00:01:19,000","Bet, we wake them up?",happiness,curiosity,mild
"00:01:19,000","00:01:21,000",So this is not in young people.,disgust,disapproval,mild
"00:01:21,000","00:01:23,000",Jano!,neutral,neutral,neutral
"00:01:23,000","00:01:25,000","Sugar boy, where are you?",happiness,curiosity,mild
"00:01:26,000","00:01:28,000",Don't be taught the window of Gizi anymore!,anger,annoyance,mild
"00:01:29,000","00:01:30,000",Jano!,neutral,neutral,neutral
"00:01:30,000","00:01:37,000","We arrived at my brother Jani, and it was weird for not opening the door, always waiting for me with tanks, for example. When he is summer, he waits for me with earthly strawberries.",surprise,confusion,moderate
"00:01:39,000","00:01:40,000",One more pipe ... no!,anger,annoyance,mild
"00:01:40,000","00:01:42,000","Not! Your door breaks, Győző!",anger,anger,moderate
"00:01:42,000","00:01:43,000",Fuck it!,anger,anger,intense
"00:01:43,000","00:01:44,000",Did you finish?,neutral,neutral,neutral
"00:01:44,000","00:01:45,000",If you are not at home ... Do you hear it?,happiness,curiosity,moderate
"00:01:45,000","00:01:47,000",Jancsi!,neutral,neutral,neutral
"00:01:47,000","00:01:49,000",It only provides the rogue.,neutral,neutral,neutral
"00:01:49,000","00:01:50,000",If you almost fall.,neutral,neutral,neutral
"00:01:50,000","00:01:51,000",Good morning!,neutral,neutral,neutral
"00:01:51,000","00:01:52,000",Hi!,neutral,neutral,neutral
"00:01:52,000","00:01:53,000",What is this big ...,happiness,curiosity,mild
"00:01:53,000","00:01:55,000",Who are you luminous in the morning?,happiness,curiosity,mild
"00:01:55,000","00:01:56,000",Infusion.,neutral,neutral,neutral
"00:01:56,000","00:01:57,000",What?,surprise,confusion,mild
"00:01:57,000","00:01:58,000",Again.,neutral,neutral,neutral
"00:01:58,000","00:02:00,000",Where is the picture of my life? Leave it because we run to Pest!,fear,fear,moderate
"00:02:00,000","00:02:02,000","Listen, but ... Well, Zsolti took it.",anger,annoyance,mild
"00:02:02,000","00:02:04,000",What do you have?,happiness,curiosity,mild
"00:02:04,000","00:02:06,000",Well ... he promised more for him.,sadness,disappointment,mild
"00:02:06,000","00:02:07,000",What do you have?,happiness,curiosity,mild
"00:02:07,000","00:02:09,000",He said he had discussed with you.,surprise,confusion,mild
"00:02:09,000","00:02:10,000",That expensive picture there?,surprise,surprise,mild
"00:02:10,000","00:02:13,000","Wait now, don't want to come early in the morning, now I would go to the hospital.",anger,annoyance,moderate
"00:02:13,000","00:02:14,000",Did you give Zsolti the picture?,happiness,curiosity,mild
"00:02:14,000","00:02:15,000",But he begged for ...,neutral,neutral,neutral
"00:02:15,000","00:02:17,000",Did you give Zsolti the picture?,happiness,curiosity,mild
"00:02:17,000","00:02:18,000","No, well ...",neutral,neutral,neutral
"00:02:18,000","00:02:19,000",Where is it now?,happiness,curiosity,mild
"00:02:19,000","00:02:20,000","Eggs, eggs, eggs ...",neutral,neutral,neutral
"00:02:26,000","00:02:27,000","Is the delea still hurting, can you hear my heart?",sadness,sadness,moderate
"00:02:27,000","00:02:28,000","It hurts, my crush.",sadness,sadness,mild
"00:02:28,000","00:02:29,000",Of course.,neutral,neutral,neutral
"00:02:29,000","00:02:32,000","Like yesterday, but I still feel stupid.",fear,embarrassment,mild
"00:02:32,000","00:02:36,000","You hear, I don't know my heart, this drawing is about to go now.",surprise,confusion,mild
"00:02:36,000","00:02:37,000",Again?,surprise,surprise,mild
"00:02:37,000","00:02:38,000",What is this now?,surprise,confusion,mild
"00:02:38,000","00:02:39,000",Or do you have to?,happiness,curiosity,mild
"00:02:39,000","00:02:40,000",Or what is this?,surprise,confusion,mild
"00:02:40,000","00:02:42,000","Kitty, you know I like to refresh a little because I want to watch it.",happiness,desire,mild
"00:02:42,000","00:02:44,000",You know I used to draw a lot a lot and I really like ...,neutral,neutral,neutral
"00:02:44,000","00:02:47,000","Baby, my delle, my heart hurts, and now I have to ...",sadness,sadness,moderate
"00:02:47,000","00:02:49,000","My heart, now I have to because I agreed to ...",neutral,neutral,neutral
"00:02:49,000","00:02:53,000","What I really like when you look at me in this way is very, very pleased.",happiness,joy,moderate
"00:02:53,000","00:02:57,000","I really like to draw, even when I was younger, I went to drawing competitions,",happiness,pride,mild
"00:02:57,000","00:02:59,000","I also won races in elementary school,",happiness,pride,mild
"00:02:59,000","00:03:01,000","so I feel like I'm good enough in it,",neutral,neutral,neutral
"00:03:01,000","00:03:05,000",Although I haven't tried it for a very long time and I would like to refresh my science again.,happiness,desire,mild
"00:03:05,000","00:03:06,000",What do you want to draw?,happiness,curiosity,mild
"00:03:06,000","00:03:07,000",Carefully because it's very ready ...,neutral,neutral,neutral
"00:03:14,000","00:03:18,000","There is still life, can be objects, what do I know, you painted this vase, bouquet of flowers,",neutral,neutral,neutral
"00:03:18,000","00:03:22,000","Then something gets out of the environment, you painted that academics.",neutral,neutral,neutral
"00:03:22,000","00:03:23,000",There is all kinds of.,neutral,neutral,neutral
"00:03:23,000","00:03:25,000",What? What Akmodels? What is this? I don't understand.,surprise,confusion,moderate
"00:03:25,000","00:03:26,000",Now I understand what it is.,surprise,realization,mild
"00:03:26,000","00:03:31,000","There are some who sets up, stops one, what I know, a woman, a woman, or a man, so.",neutral,neutral,neutral
"00:03:31,000","00:03:32,000","Well, I hope she's a woman.",happiness,desire,mild
"00:03:32,000","00:03:33,000",And you draw.,neutral,neutral,neutral
"00:03:33,000","00:03:35,000","Well, I hope you're not going to draw a man there anyway.",disgust,disapproval,mild
"00:03:35,000","00:03:36,000","No, me.",neutral,neutral,neutral
"00:03:37,000","00:03:38,000","Hi, come on!",happiness,excitement,mild
"00:03:38,000","00:03:39,000",Hi!,neutral,neutral,neutral
"00:03:40,000","00:03:42,000","Hi Turkom, Hódi!",neutral,neutral,neutral
"00:03:42,000","00:03:43,000","Hi, goodbert!",neutral,neutral,neutral
"00:03:43,000","00:03:44,000","Hi, I'm a Hódi Palana.",neutral,neutral,neutral
"00:03:44,000","00:03:45,000","Hi, goodbert!",neutral,neutral,neutral
"00:03:45,000","00:03:46,000",On the phone.,neutral,neutral,neutral
"00:03:48,000","00:03:50,000",I brought a couple of things that ...,neutral,neutral,neutral
"00:03:50,000","00:03:52,000","Well, here's the table, we can watch it here.",neutral,neutral,neutral
"00:03:52,000","00:03:55,000","Feri was a very good head because I told her at the last minute,",happiness,gratitude,mild
"00:03:55,000","00:03:57,000","To be happy to come, look at the apartment.",happiness,approval,mild
"00:03:57,000","00:03:59,000","And so it's not a little apartment,",neutral,neutral,neutral
"00:03:59,000","00:04:02,000",So I think it's a bigger job.,surprise,realization,mild
"00:04:02,000","00:04:04,000","Very, very kind of him I think,",happiness,admiration,mild
"00:04:04,000","00:04:07,000",That he could really be there soon and came and helped.,happiness,gratitude,moderate
"00:04:07,000","00:04:10,000","Listen, you can show the same thing here in the living room.",neutral,neutral,neutral
"00:04:11,000","00:04:12,000","Such, isn't it?",happiness,curiosity,mild
"00:04:12,000","00:04:14,000","Well, yes, the drapes obviously have to look for.",neutral,neutral,neutral
"00:04:15,000","00:04:16,000","Well, that's it.",neutral,neutral,neutral
"00:04:16,000","00:04:17,000","Well, I'll show you.",neutral,neutral,neutral
"00:04:17,000","00:04:19,000",I want this to the living room.,happiness,desire,mild
"00:04:19,000","00:04:21,000",And in the bedroom ...,neutral,neutral,neutral
"00:04:22,000","00:04:24,000",Why does it play in a bedroom?,happiness,curiosity,mild
"00:04:24,000","00:04:26,000","The egg yolk, which ...",neutral,neutral,neutral
"00:04:26,000","00:04:28,000",Here are the egg yolks like this.,neutral,neutral,neutral
"00:04:28,000","00:04:29,000",I want something in the nursery ...,happiness,desire,mild
"00:04:29,000","00:04:31,000","Yeah, no, I'm sorry, because I figured it out last time,",sadness,remorse,mild
"00:04:34,000","00:04:35,000",that I want such a color.,happiness,desire,mild
"00:04:35,000","00:04:36,000",Can you walk for a moment?,neutral,neutral,neutral
"00:04:36,000","00:04:37,000",Of course.,neutral,neutral,neutral
"00:04:37,000","00:04:38,000",They liked such a color.,happiness,approval,mild
"00:04:39,000","00:04:42,000",This color will give you more than this egg yolk.,happiness,optimism,mild
"00:04:42,000","00:04:43,000",Do you think well?,happiness,curiosity,mild
"00:04:43,000","00:04:46,000","Well you think yes, but we look at a color from the color scale,",neutral,neutral,neutral
"00:04:46,000","00:04:47,000",And this obviously ...,neutral,neutral,neutral
"00:04:47,000","00:04:48,000","Well, I've already noted the color.",neutral,neutral,neutral
"00:04:48,000","00:04:50,000","Color. Jesus, color.",anger,annoyance,mild
"00:04:50,000","00:04:51,000",It's a little excited.,happiness,excitement,mild
"00:04:51,000","00:04:52,000","Are you really excited, huh?",happiness,curiosity,mild
"00:04:52,000","00:04:53,000",Of course.,neutral,neutral,neutral
"00:04:53,000","00:04:54,000",I too.,neutral,neutral,neutral
"00:04:54,000","00:04:55,000",Everything is fine.,neutral,neutral,neutral
"00:04:55,000","00:04:56,000",If this reassures me ...,fear,nervousness,mild
"00:04:56,000","00:04:57,000",You're excited.,happiness,excitement,mild
"00:04:57,000","00:04:58,000",Of course.,neutral,neutral,neutral
"00:04:59,000","00:05:01,000",We've never been so close.,happiness,excitement,moderate
"00:05:01,000","00:05:02,000","Yeah, that's true.",neutral,neutral,neutral
"00:05:02,000","00:05:07,000","Today we come to an egg seating that is needed,",neutral,neutral,neutral
"00:05:07,000","00:05:11,000","to fertilize my eggs with my solid sperm,",happiness,desire,moderate
"00:05:11,000","00:05:13,000",And I really hope they have a lot of them.,happiness,optimism,mild
"00:05:13,000","00:05:14,000",Do you help this food?,happiness,curiosity,mild
"00:05:14,000","00:05:15,000","No, not me.",neutral,neutral,neutral
"00:05:17,000","00:05:20,000","But I get dizzy, my eyes are gubaded,",,,
"00:05:20,000","00:05:22,000",I'm completely sick.,disgust,disgust,intense
"00:05:22,000","00:05:24,000","I know if you don't crush, you will drink this egg.",disgust,disgust,mild
"00:05:24,000","00:05:26,000",I have symptoms of deprivation.,sadness,sadness,moderate
"00:05:27,000","00:05:29,000","Listen, the number has so bad taste.",disgust,disapproval,mild
"00:05:29,000","00:05:30,000",I'm going down.,neutral,neutral,neutral
"00:05:30,000","00:05:32,000",Something chews or sugar.,happiness,curiosity,mild
"00:05:32,000","00:05:33,000","No, go down.",neutral,neutral,neutral
"00:05:33,000","00:05:34,000",Here is your favorite candy.,happiness,caring,mild
"00:05:34,000","00:05:36,000","Oh, really, my favorite ...",surprise,surprise,mild
"00:05:41,000","00:05:44,000","Cinti, where is that rivet we live on the pyramid?",surprise,confusion,mild
"00:05:44,000","00:05:45,000",I don't know.,neutral,neutral,neutral
"00:05:46,000","00:05:48,000",Do you need to rivet something?,happiness,curiosity,mild
"00:05:48,000","00:05:50,000",I want to scrape something for the new machine number.,happiness,desire,mild
"00:05:50,000","00:05:52,000",Then you might be putting away a bar.,neutral,neutral,neutral
"00:05:53,000","00:05:54,000",I may pick this up.,neutral,neutral,neutral
"00:05:54,000","00:05:55,000",What?,surprise,confusion,mild
"00:05:55,000","00:05:57,000","Not for this, but ... or this.",neutral,neutral,neutral
"00:05:57,000","00:05:58,000",This is not good.,disgust,disapproval,mild
"00:05:58,000","00:05:59,000",Why? This is very pretty.,surprise,confusion,mild
"00:05:59,000","00:06:00,000",I see it's nice but ...,neutral,neutral,neutral
"00:06:00,000","00:06:01,000",There is a natural time.,neutral,neutral,neutral
"00:06:01,000","00:06:02,000",They don't get yourself at all.,disgust,disapproval,mild
"00:06:02,000","00:06:05,000",We always have big scandals from dressing.,anger,annoyance,moderate
"00:06:05,000","00:06:07,000","Unfortunately, this is the case in this family.",neutral,neutral,neutral
"00:06:07,000","00:06:12,000","It is also a crazy, and about three times undress and dress up on an occasion attten.",anger,annoyance,moderate
"00:06:12,000","00:06:16,000","But now there is an exhibition, so I also wanted to pay attention to being in the right outfit.",neutral,neutral,neutral
