start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:02,000",This episode has been broadcast earlier.,neutral,neutral,neutral
"00:00:02,000","00:00:07,000",The information in this is based on the situation of the moment of the original broadcast.,neutral,neutral,neutral
"00:00:07,000","00:00:11,000","Due to later developments, the current state of affairs can now differ.",neutral,neutral,neutral
"00:00:15,000","00:00:18,000",Good evening and warmly welcome at Undercover in the Netherlands.,neutral,neutral,neutral
"00:00:19,000","00:00:22,000",Tonight the shocking sequel to last week's broadcast.,happiness,excitement,moderate
"00:00:22,000","00:00:27,000",Because in our research into waste coaches on the so-called pro-ana sites ...,happiness,curiosity,mild
"00:00:27,000","00:00:32,000",... we will track a life -threatening man who has to go behind bars as quickly as possible.,happiness,optimism,intense
"00:00:33,000","00:00:37,000",We set up a fall for this man who really exceeds all boundaries.,happiness,optimism,intense
"00:00:40,000","00:00:44,000",He wants to have a girl with anorexia completely in his power and humiliate.,disgust,disgust,intense
"00:00:45,000","00:00:49,000","You carry out all my assignments. If you don't, you get punishment.",anger,anger,intense
"00:00:50,000","00:00:53,000",He has booked a hotel room and wants sex with the child there.,disgust,disgust,intense
"00:00:54,000","00:00:57,000",We catch the waste coach for a hot act and I intervene.,happiness,optimism,intense
"00:00:57,000","00:00:59,000","You are a so-called pro-ana coach, right?",disgust,disapproval,moderate
"00:01:00,000","00:01:03,000",You think you can meet up with a 15-year-old girl.,disgust,disapproval,intense
"00:01:03,000","00:01:06,000",The confrontation is given a very special turn.,surprise,surprise,moderate
"00:01:06,000","00:01:10,000","What kind of insane madman are you, man, that you want to do this with young girls?",anger,anger,intense
"00:01:10,000","00:01:13,000",That and more tonight in Undercover in the Netherlands.,happiness,excitement,moderate
"00:01:24,000","00:01:29,000",We are researching one of the darkest worlds in which we were ever undercover.,fear,fear,intense
"00:01:29,000","00:01:33,000",The world of pro-ana and its self-proclaimed waste coaches ...,disgust,disgust,intense
"00:01:33,000","00:01:37,000",who abuse young anorexia patients in a terrible way.,anger,anger,intense
"00:01:38,000","00:01:42,000",We want those practices to come to an end once and for all.,happiness,optimism,intense
"00:01:42,000","00:01:47,000","Unfortunately, research is also needed into the waste coach from last week's broadcast.",sadness,disappointment,moderate
"00:01:47,000","00:01:49,000",Because there is all rise.,surprise,confusion,mild
"00:01:49,000","00:01:54,000","This coach, who calls himself coach and master, agreed with my colleague ...",disgust,disapproval,moderate
"00:01:54,000","00:01:57,000",who played a 15-year anorexia patient.,neutral,neutral,neutral
"00:01:58,000","00:02:00,000",I hardly dare to go to the car anymore.,fear,fear,moderate
"00:02:00,000","00:02:02,000",I find it a bit exciting.,fear,nervousness,mild
"00:02:02,000","00:02:06,000",She had to follow a life -threatening waste plan from him.,fear,fear,intense
"00:02:06,000","00:02:12,000",Have you looked at what it means if this is done by someone in practice?,happiness,curiosity,mild
"00:02:12,000","00:02:13,000",And what does that mean?,happiness,curiosity,mild
"00:02:13,000","00:02:14,000",You can die.,fear,fear,intense
"00:02:14,000","00:02:15,000",You can die of it?,fear,fear,intense
"00:02:16,000","00:02:17,000",And then you send this?,anger,annoyance,moderate
"00:02:17,000","00:02:18,000",You can die.,fear,fear,intense
"00:02:18,000","00:02:20,000",And you send this to a 15 -year -old girl?,disgust,disgust,intense
"00:02:20,000","00:02:24,000",He confessed to have sent a masturbation film to her ...,disgust,disgust,intense
"00:02:24,000","00:02:25,000",And wanted sex with the girl.,disgust,disgust,intense
"00:02:26,000","00:02:30,000",I called the police on the spot and he was stopped.,happiness,relief,moderate
"00:02:30,000","00:02:34,000","Like I said, I am this promise ...",neutral,neutral,neutral
"00:02:37,000","00:02:38,000",I cut it.,neutral,neutral,neutral
"00:02:38,000","00:02:39,000",You are cutting down?,surprise,confusion,mild
"00:02:39,000","00:02:40,000",I promise him.,neutral,neutral,neutral
"00:02:40,000","00:02:43,000",Tonight you can see that the promise turned out not to be worth anything.,sadness,disappointment,moderate
"00:02:44,000","00:02:48,000","Because the police had his identity, on his phone ...",neutral,neutral,neutral
"00:02:48,000","00:02:52,000",Was now familiar with all the facts and could start an investigation.,neutral,neutral,neutral
"00:02:52,000","00:02:56,000",But the waste coach was allowed to drive away after that standing position.,sadness,disappointment,moderate
"00:02:56,000","00:02:59,000",And this happened that afternoon immediately afterwards.,neutral,neutral,neutral
"00:03:00,000","00:03:03,000","When we drive away, we drive past the waste coach.",neutral,neutral,neutral
"00:03:03,000","00:03:06,000",And then my soundman stands out.,surprise,surprise,mild
"00:03:06,000","00:03:08,000",Where is his other phone?,happiness,curiosity,moderate
"00:03:08,000","00:03:10,000",Other phone? He still had a phone.,happiness,curiosity,mild
"00:03:11,000","00:03:13,000","Camera, camera, camera.",neutral,neutral,neutral
"00:03:15,000","00:03:16,000","Okay, in, in.",neutral,neutral,neutral
"00:03:16,000","00:03:18,000","The sealing slats, the sealing slats.",neutral,neutral,neutral
"00:03:19,000","00:03:20,000","Let it close, yes.",neutral,neutral,neutral
"00:03:25,000","00:03:27,000",Did you still have a phone?,happiness,curiosity,mild
"00:03:27,000","00:03:28,000",Do you still have a phone?,happiness,curiosity,mild
"00:03:28,000","00:03:30,000",My business phone or not?,surprise,confusion,mild
"00:03:30,000","00:03:32,000",I all see hats and things.,surprise,confusion,mild
"00:03:35,000","00:03:37,000","Yes, not anymore, no, but I just saw it.",surprise,confusion,mild
"00:03:37,000","00:03:39,000",What are you doing again?,anger,annoyance,mild
"00:03:40,000","00:03:42,000",Why did you not issue this?,anger,annoyance,moderate
"00:03:42,000","00:03:45,000",This is my business phone. I have to go to work tomorrow.,neutral,neutral,neutral
"00:03:45,000","00:03:48,000",Shall we realize that I will continue to follow you?,happiness,curiosity,mild
"00:03:48,000","00:03:50,000",Until my house.,neutral,neutral,neutral
"00:03:50,000","00:03:52,000","Well, I now know where you live.",surprise,realization,mild
"00:03:54,000","00:03:56,000",Did you understand that you were not taken by the police actually?,surprise,confusion,moderate
"00:03:56,000","00:03:57,000",What?,surprise,confusion,mild
"00:03:58,000","00:04:00,000",Did you understand that you were not taken by the police?,surprise,confusion,moderate
"00:04:00,000","00:04:01,000",Nee.,surprise,confusion,mild
"00:04:01,000","00:04:02,000","No, don't you understood?",surprise,confusion,mild
"00:04:02,000","00:04:03,000",Nee.,surprise,confusion,mild
"00:04:03,000","00:04:05,000","No, not me either. You're crazy, right?",anger,annoyance,moderate
"00:04:06,000","00:04:09,000","No, I don't get it either, but it is not different, is it?",surprise,confusion,mild
"00:04:09,000","00:04:11,000",Would you like to be taken away?,happiness,curiosity,mild
"00:04:11,000","00:04:13,000","Well, rather not, but ...",fear,nervousness,mild
"00:04:13,000","00:04:16,000","But yes, you will get an investigation of your pants of course, isn't it?",fear,nervousness,moderate
"00:04:16,000","00:04:18,000","Yes, well, that's no different.",neutral,neutral,neutral
"00:04:19,000","00:04:21,000","But, I say that Alberto.",neutral,neutral,neutral
"00:04:21,000","00:04:23,000",What?,surprise,confusion,mild
"00:04:23,000","00:04:25,000",I'm not going to do this anymore.,happiness,optimism,moderate
"00:04:25,000","00:04:27,000",Do you please ...,neutral,neutral,neutral
"00:04:27,000","00:04:29,000",... go to one of those sites to look at that Bandernerman?,happiness,curiosity,mild
"00:04:30,000","00:04:32,000",Please. Promise me.,,,
"00:04:32,000","00:04:34,000",It is dangerous.,fear,fear,moderate
"00:04:34,000","00:04:37,000",He is talking about another waste coach ...,neutral,neutral,neutral
"00:04:37,000","00:04:39,000",... who is really bad according to him.,disgust,disapproval,moderate
"00:04:39,000","00:04:40,000",I can tell you ...,neutral,neutral,neutral
"00:04:40,000","00:04:43,000",... that of course we have been working on research into anything and everything ...,neutral,neutral,neutral
"00:04:44,000","00:04:46,000",... but the most important thing is ...,neutral,neutral,neutral
"00:04:46,000","00:04:49,000","Yes, he is the coach from the world half. I understand that.",surprise,realization,mild
"00:04:49,000","00:04:52,000","No, the police have not taken you now ...",neutral,neutral,neutral
"00:04:52,000","00:04:55,000","... but soon, you know, you have to report.",fear,fear,moderate
"00:04:55,000","00:04:57,000","I'm going to his corridor, yes.",neutral,neutral,neutral
"00:04:58,000","00:05:00,000","I'm going to share my proof, then you know that.",happiness,optimism,moderate
"00:05:00,000","00:05:02,000",I understand.,neutral,neutral,neutral
"00:05:02,000","00:05:04,000",You are going to participate in the police investigation?,happiness,curiosity,mild
"00:05:04,000","00:05:05,000",Anyway.,neutral,neutral,neutral
"00:05:05,000","00:05:06,000",And you are going to stop?,happiness,curiosity,mild
"00:05:06,000","00:05:07,000",And.,neutral,neutral,neutral
"00:05:08,000","00:05:10,000",I really hope this is on cabbage for a week.,anger,annoyance,mild
"00:05:10,000","00:05:13,000","That you never, when never, do this again.",disgust,disapproval,intense
"00:05:15,000","00:05:16,000",Ask me.,neutral,neutral,neutral
"00:05:16,000","00:05:17,000","Well, I promise.",neutral,neutral,neutral
"00:05:17,000","00:05:19,000","And I say that, I promise.",neutral,neutral,neutral
"00:05:20,000","00:05:22,000",I come to have my promise after.,neutral,neutral,neutral
"00:05:22,000","00:05:24,000","Yes, but that promise doesn't tell me anything.",sadness,disappointment,moderate
"00:05:24,000","00:05:27,000","Soon the police will be back, in front of the door.",fear,fear,moderate
"00:05:27,000","00:05:28,000",You are going to pay.,anger,anger,intense
"00:05:28,000","00:05:29,000","Yes, dat anyway.",neutral,neutral,neutral
"00:05:30,000","00:05:31,000",That anyway.,neutral,neutral,neutral
"00:05:37,000","00:05:38,000",And then he drove away.,neutral,neutral,neutral
"00:05:38,000","00:05:41,000",But what he didn't know is that we have followed him.,surprise,surprise,mild
"00:05:41,000","00:05:43,000",And that's a good thing too.,happiness,approval,mild
"00:05:43,000","00:05:46,000",Because his promise to stop indeed did not mean anything.,sadness,disappointment,moderate
"00:05:47,000","00:05:49,000",Because despite the standing attitude by the police ...,disgust,disapproval,moderate
"00:05:49,000","00:05:51,000",... he continues with his malicious practices.,disgust,disgust,intense
"00:05:51,000","00:05:54,000",It is a few days after the confrontation.,neutral,neutral,neutral
"00:05:54,000","00:05:58,000",If this waste coach makes contact with one of our profiles ...,happiness,curiosity,mild
"00:05:58,000","00:06:00,000",... that we had already created.,neutral,neutral,neutral
"00:06:01,000","00:06:04,000",In addition to the profile of a 15-year-old girl ...,neutral,neutral,neutral
"00:06:04,000","00:06:08,000",... I also stood with another profile of a 16-year-old girl with an AID disorder ...,neutral,neutral,neutral
"00:06:08,000","00:06:10,000",...met hem in contact.,neutral,neutral,neutral
"00:06:11,000","00:06:14,000",And now he seeks rapprochement with that girl.,disgust,disgust,moderate
"00:06:14,000","00:06:16,000",With the story he has to stop coaching ...,neutral,neutral,neutral
"00:06:16,000","00:06:19,000",... because he would have been listed by me.,neutral,neutral,neutral
"00:06:19,000","00:06:24,000",After trying to get pity because he is scaled up at the pillory ...,disgust,disapproval,moderate
"00:06:24,000","00:06:27,000",... he continues with his filthy practices.,disgust,disgust,intense
"00:06:28,000","00:06:32,000",He wants this 16-year-old girl to send a live photo.,disgust,disgust,intense
"00:06:32,000","00:06:36,000",So that she proves him that she is real and not from our program.,happiness,curiosity,mild
"00:06:37,000","00:06:41,000","She sends that photo, but then he wants one in bra.",disgust,disgust,intense
"00:06:41,000","00:06:46,000",And then he asks for a topless photo several times.,disgust,disgust,intense
"00:06:46,000","00:06:49,000",It is incredible but true.,surprise,surprise,moderate
"00:06:49,000","00:06:52,000",But despite the current police investigation ...,disgust,disapproval,moderate
"00:06:52,000","00:06:55,000",... So this man just continues with his horrible practices.,disgust,disgust,intense
"00:06:56,000","00:07:00,000",You would think he would never do this again after the last time.,sadness,disappointment,moderate
"00:07:00,000","00:07:02,000",But the opposite is therefore the case.,sadness,disappointment,moderate
"00:07:02,000","00:07:05,000",Off to confrontation number 2.,happiness,optimism,moderate
"00:07:10,000","00:07:12,000",We now know where he works.,surprise,realization,mild
"00:07:12,000","00:07:15,000",And a colleague keeps an eye on the parking lot there.,neutral,neutral,neutral
