start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:01,000",To know that I am giving up on ordinary things,surprise,realization,moderate
"00:00:01,000","00:00:03,000","This topic is Hamashi, I settle myself in my name",neutral,neutral,neutral
"00:00:03,000","00:00:05,000",Why do you hear and respond to you as you talk?,surprise,confusion,mild
"00:00:05,000","00:00:07,000",Because it is an interrupted and flounder words,anger,annoyance,mild
"00:00:07,000","00:00:08,000",مين اللي متلخبط؟,surprise,confusion,mild
"00:00:08,000","00:00:09,000","You are the cinema, and you are not?",surprise,confusion,mild
"00:00:09,000","00:00:11,000",Ayou Hatih Badouni,neutral,neutral,neutral
"00:00:11,000","00:00:13,000",ده The Blind Date Show,neutral,neutral,neutral
"00:00:13,000","00:00:14,000",ودول اتنين ما يعرفوش بعض,neutral,neutral,neutral
"00:00:22,000","00:00:24,000",كل واحد فيهم مش شايف التاني,neutral,neutral,neutral
"00:00:24,000","00:00:25,000",وبينهم الحيطة دي,neutral,neutral,neutral
"00:00:25,000","00:00:28,000",The Black Diet is 3 Runs,neutral,neutral,neutral
"00:00:28,000","00:00:31,000",كل راونز بينزل لهم موضوع لازم يتكلموا فيه,neutral,neutral,neutral
"00:00:31,000","00:00:32,000",Threads are related to the passport,neutral,neutral,neutral
"00:00:32,000","00:00:33,000",clothes,neutral,neutral,neutral
"00:00:33,000","00:00:34,000",money,neutral,neutral,neutral
"00:00:34,000","00:00:34,000",Job,neutral,neutral,neutral
"00:00:34,000","00:00:36,000",وحاجات تانية كتير,neutral,neutral,neutral
"00:00:36,000","00:00:37,000",After each Run,neutral,neutral,neutral
"00:00:37,000","00:00:38,000",كل واحد بيدي التاني ريتينج,neutral,neutral,neutral
"00:00:38,000","00:00:41,000","According to them, they are almost some in the Rones de",neutral,neutral,neutral
"00:00:41,000","00:00:42,000",And in the other before everyone knows,neutral,neutral,neutral
"00:00:42,000","00:00:44,000",He was sitting in Diet with Maine,neutral,neutral,neutral
"00:00:44,000","00:00:46,000",They will decide if you will go back to another or not,happiness,curiosity,mild
"00:00:58,000","00:00:59,000",Thanks,happiness,gratitude,mild
"00:01:06,000","00:01:07,000",Thanks,happiness,gratitude,mild
"00:01:13,000","00:01:13,000",هاي,neutral,neutral,neutral
"00:01:13,000","00:01:14,000",Hello,neutral,neutral,neutral
"00:01:14,000","00:01:15,000",Hello,neutral,neutral,neutral
"00:01:15,000","00:01:16,000",How are you?,neutral,neutral,neutral
"00:01:16,000","00:01:17,000",Oh,surprise,surprise,mild
"00:01:18,000","00:01:20,000","Praise be to God, by God, you are workers",happiness,gratitude,mild
"00:01:20,000","00:01:21,000",Thank God,happiness,gratitude,mild
"00:01:21,000","00:01:23,000","I felt, oh, this is the first",surprise,realization,mild
"00:01:23,000","00:01:24,000",عشان كده ساكت,neutral,neutral,neutral
"00:01:24,000","00:01:25,000",You are a Saudi?,happiness,curiosity,mild
