start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:07,000",Expedition Robinson is made possible in part by Eastbourne Sleep systems.,neutral,neutral,neutral
"00:00:30,000","00:00:37,000",MUSIC,neutral,neutral,neutral
"00:01:00,000","00:01:19,000",I am here alone on the island and I am really starting to think so of what actually?,surprise,confusion,moderate
"00:01:19,000","00:01:24,000","Yes, maybe there is actually an expedition going on somewhere else.",happiness,curiosity,mild
"00:01:24,000","00:01:29,000","For example, I grab 16 people and do I have to be added afterwards or something?",surprise,confusion,moderate
"00:01:29,000","00:01:32,000","Can't I just sit here alone, huh?",anger,annoyance,mild
"00:01:32,000","00:01:46,000",MUSIC,neutral,neutral,neutral
"00:01:46,000","00:01:53,000","What goes through you if you are dropped all alone on an uninhabited island, far away from all civilization?",happiness,curiosity,moderate
"00:01:53,000","00:01:58,000","How do you survive the hunger, the vermin and the unbearable heat on your own?",happiness,curiosity,moderate
"00:01:58,000","00:02:02,000",Our first participant will experience it firsthand.,,,
"00:02:02,000","00:02:06,000","But not for long, because the other expedition members are already on their way to the island.",happiness,relief,mild
"00:02:06,000","00:02:09,000","And this year there are many, many.",surprise,surprise,moderate
"00:02:09,000","00:02:13,000",This is Expedition Robinson de 100.,happiness,excitement,moderate
"00:02:13,000","00:02:21,000",MUSIC,neutral,neutral,neutral
"00:02:43,000","00:02:53,000",MUSIC,neutral,neutral,neutral
"00:03:13,000","00:03:21,000",MUSIC,neutral,neutral,neutral
"00:03:43,000","00:03:51,000",MUSIC,neutral,neutral,neutral
"00:03:51,000","00:03:59,000",MUSIC,neutral,neutral,neutral
"00:03:59,000","00:04:07,000",MUSIC,neutral,neutral,neutral
"00:04:07,000","00:04:17,000",MUSIC,neutral,neutral,neutral
"00:04:17,000","00:04:24,000",MUSIC,neutral,neutral,neutral
"00:04:24,000","00:04:26,000",We all went on one boat.,neutral,neutral,neutral
"00:04:26,000","00:04:29,000",It was really a bit razelish what we could expect.,surprise,confusion,mild
"00:04:29,000","00:04:31,000",The tension was in it.,fear,nervousness,moderate
"00:04:31,000","00:04:34,000",MUSIC,neutral,neutral,neutral
"00:04:34,000","00:04:36,000",I really only had my fun on the boat.,,,
"00:04:36,000","00:04:39,000","And I think, let it all come over me, I see where we are going.",surprise,realization,mild
"00:04:39,000","00:04:45,000",MUSIC,neutral,neutral,neutral
"00:04:45,000","00:04:49,000",Expedition Robinson is not an Expedition Robinson if there are no surprises in it.,happiness,amusement,mild
"00:04:49,000","00:04:51,000",MUSIC,neutral,neutral,neutral
"00:04:51,000","00:04:55,000",My pants almost dropped off when 100 people arrived in Schiphol.,surprise,surprise,moderate
"00:04:55,000","00:05:03,000",MUSIC,neutral,neutral,neutral
"00:05:03,000","00:05:08,000",MUSIC,neutral,neutral,neutral
"00:05:08,000","00:05:10,000",Hello Robinson participants.,neutral,neutral,neutral
"00:05:10,000","00:05:12,000","Okay, can you all hear me well?",neutral,neutral,neutral
"00:05:12,000","00:05:14,000",MUSIC,neutral,neutral,neutral
"00:05:14,000","00:05:17,000",Aerant you will be a bit of you.,surprise,confusion,mild
"00:05:17,000","00:05:23,000",Because this year they are slightly more participants than you might have expected.,surprise,surprise,mild
"00:05:23,000","00:05:28,000",MUSIC,neutral,neutral,neutral
"00:05:28,000","00:05:30,000",100.,neutral,neutral,neutral
"00:05:30,000","00:05:32,000",To be precise.,neutral,neutral,neutral
"00:05:33,000","00:05:36,000",That is a huge surprise.,surprise,surprise,intense
"00:05:36,000","00:05:37,000",Absolute.,neutral,neutral,neutral
"00:05:37,000","00:05:40,000","A bit sour, because that is something you don't expect.",sadness,disappointment,mild
"00:05:40,000","00:05:42,000","I thought I was exclusive, but ...",sadness,disappointment,moderate
"00:05:42,000","00:05:43,000",LAUGHTER,happiness,amusement,intense
"00:05:43,000","00:05:45,000",I don't care that we are with 100.,,,
"00:05:45,000","00:05:48,000",That is a chance of 1 in 18 and now it is 1 in 100.,surprise,surprise,moderate
"00:05:48,000","00:05:50,000",We're going to see each other.,,,
"00:05:50,000","00:05:51,000",On an uninhabited island.,happiness,curiosity,mild
"00:05:51,000","00:05:52,000",Thank you.,happiness,gratitude,mild
"00:05:52,000","00:05:54,000","And very, good luck.",happiness,approval,mild
"00:05:54,000","00:05:56,000",APPLAUSE,happiness,admiration,moderate
"00:05:56,000","00:05:59,000","It is going to be running, running, swimming, flying, roofs, falcons standing.",happiness,excitement,moderate
"00:05:59,000","00:06:01,000",And continue again.,neutral,neutral,neutral
"00:06:01,000","00:06:07,000",MUSIC,neutral,neutral,neutral
"00:06:13,000","00:06:18,000",While Kenny has no idea that 99 men will soon be dropped on the island ...,happiness,curiosity,moderate
"00:06:18,000","00:06:20,000",He finds a box on the beach.,happiness,curiosity,mild
"00:06:23,000","00:06:25,000","Kenny, your campmates will come soon.",neutral,neutral,neutral
"00:06:25,000","00:06:29,000","Get to know them as quickly as possible, because you have to indicate 4 people ...",fear,fear,moderate
"00:06:29,000","00:06:33,000",who are responsible for 4 important tasks during this expedition.,neutral,neutral,neutral
"00:06:33,000","00:06:37,000","Fishing, searching food, preparing food ...",neutral,neutral,neutral
"00:06:37,000","00:06:39,000",And the fall of the camp.,neutral,neutral,neutral
"00:06:39,000","00:06:41,000",You have 24 hours for this.,fear,fear,moderate
"00:06:41,000","00:06:42,000",Succes.,neutral,neutral,neutral
"00:06:44,000","00:06:47,000",I think I will have enough with those 24 hours.,neutral,neutral,neutral
"00:06:47,000","00:06:51,000",To know what I have to whom and who will be most suitable ...,happiness,optimism,moderate
"00:06:51,000","00:06:53,000",for which tasks.,neutral,neutral,neutral
"00:06:53,000","00:06:55,000",Because I work in a prison.,happiness,pride,mild
"00:06:55,000","00:06:59,000",So I think my role is well chosen here.,happiness,pride,mild
"00:07:01,000","00:07:03,000",As soon as they have arrived on the island ...,neutral,neutral,neutral
"00:07:03,000","00:07:06,000",I will first consult with the people.,neutral,neutral,neutral
"00:07:06,000","00:07:08,000",Say what my job is.,neutral,neutral,neutral
"00:07:08,000","00:07:09,000",We will see.,neutral,neutral,neutral
"00:07:10,000","00:07:13,000",The fighting gel guide,surprise,confusion,moderate
"00:07:28,000","00:07:29,000",What is that now?,surprise,confusion,moderate
"00:07:30,000","00:07:31,000",A boat full?,surprise,surprise,mild
"00:07:34,000","00:07:36,000",Isn't that more than 16 people or 8 men?,surprise,confusion,mild
"00:07:36,000","00:07:38,000","Nee, 10.",neutral,neutral,neutral
"00:07:38,000","00:07:39,000",15.,neutral,neutral,neutral
"00:07:39,000","00:07:40,000",20.,neutral,neutral,neutral
"00:07:42,000","00:07:43,000",30.,neutral,neutral,neutral
"00:07:44,000","00:07:45,000","40, 50.",neutral,neutral,neutral
"00:07:45,000","00:07:46,000",60.,neutral,neutral,neutral
"00:07:47,000","00:07:48,000",70.,neutral,neutral,neutral
"00:07:49,000","00:07:51,000",That boat was completely full.,surprise,surprise,moderate
"00:07:55,000","00:07:56,000",Woehoe!,happiness,excitement,intense
"00:07:57,000","00:07:59,000",Aaaaah!,surprise,surprise,intense
"00:08:03,000","00:08:04,000",Hé!,surprise,surprise,mild
"00:08:08,000","00:08:09,000",Aaaaah!,surprise,surprise,intense
"00:08:28,000","00:08:30,000",Shall we go on the island?,happiness,curiosity,mild
