start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:04,000","Yesterday, very long living love, two couples started their switch date.",neutral,neutral,neutral
"00:00:04,000","00:00:06,000",I'm really nervous. Are you nervous?,fear,nervousness,moderate
"00:00:06,000","00:00:08,000","Well, me too. I'm in the same boat.",fear,nervousness,mild
"00:00:10,000","00:00:12,000","Oh, that's so strange.",surprise,confusion,mild
"00:00:12,000","00:00:16,000",After 24 hours they trade from date to see with whom they have the best click.,happiness,curiosity,mild
"00:00:16,000","00:00:18,000",Do you feel your knee balls free again?,happiness,curiosity,mild
"00:00:18,000","00:00:20,000","No, I don't feel that at all.",neutral,neutral,neutral
"00:00:20,000","00:00:22,000","Oh, that's so ...",surprise,confusion,mild
"00:00:22,000","00:00:24,000",Janics rejoices on the switch…,happiness,excitement,moderate
"00:00:24,000","00:00:27,000",But Maaike seems to be completely stuck in Nick.,happiness,love,moderate
"00:00:28,000","00:00:29,000",O...,neutral,neutral,neutral
"00:00:29,000","00:00:31,000",This is long living love.,happiness,admiration,mild
"00:00:31,000","00:00:35,000",What makes the world turn,happiness,curiosity,mild
"00:00:35,000","00:00:39,000",What makes the days of gold,happiness,curiosity,mild
"00:00:39,000","00:00:42,000","What does that love writes, the most beautiful stories",happiness,admiration,moderate
"00:00:42,000","00:00:48,000","Long Living Love, Love is free",happiness,admiration,moderate
"00:00:50,000","00:00:52,000",Do you get it warm from me?,happiness,curiosity,mild
"00:00:52,000","00:00:55,000","Well, I was just cold, so no.",neutral,neutral,neutral
"00:00:56,000","00:00:57,000",I don't get it warm so quickly.,neutral,neutral,neutral
"00:00:57,000","00:00:58,000","Well, and thanks.",happiness,gratitude,mild
"00:00:58,000","00:00:59,000","Always cold head, cool.",neutral,neutral,neutral
"00:01:00,000","00:01:03,000","I say, I don't get it warm so quickly, but you get hot.",happiness,amusement,mild
"00:01:03,000","00:01:05,000","Oh, slime ball.",anger,annoyance,mild
"00:01:06,000","00:01:07,000",Vloed hot.,neutral,neutral,neutral
"00:01:07,000","00:01:08,000",Slime ball.,anger,annoyance,mild
"00:01:08,000","00:01:10,000",I have a tide. I have a tide.,neutral,neutral,neutral
"00:01:13,000","00:01:14,000",Let rest.,neutral,neutral,neutral
"00:01:14,000","00:01:15,000",Let rest.,neutral,neutral,neutral
"00:01:25,000","00:01:26,000",Like this.,neutral,neutral,neutral
"00:01:26,000","00:01:27,000",Are you hungry?,happiness,curiosity,mild
"00:01:27,000","00:01:28,000",And.,neutral,neutral,neutral
"00:01:32,000","00:01:34,000","Yes, are you done with it?",happiness,curiosity,mild
"00:01:34,000","00:01:35,000",Is my good day today.,happiness,optimism,mild
"00:01:36,000","00:01:37,000","Okay, now sleep well, huh.",happiness,caring,mild
"00:01:37,000","00:01:38,000","Yes, how quiet.",neutral,neutral,neutral
"00:01:38,000","00:01:39,000",Calm.,neutral,neutral,neutral
"00:01:56,000","00:01:59,000",Are you crazy that you are just in bed this morning or something?,surprise,confusion,mild
"00:01:59,000","00:02:01,000","Yes, indeed.",neutral,neutral,neutral
