start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:07,000","From Monday to Friday, five completely different people go to visit each other.",neutral,neutral,neutral
"00:00:07,000","00:00:11,000",Each of them has the same conditions when buying products.,neutral,neutral,neutral
"00:00:11,000","00:00:15,000",And only three hours to make a dinner of three dishes.,neutral,neutral,neutral
"00:00:15,000","00:00:19,000",The task of everyone is to demonstrate to guests all their talents.,neutral,neutral,neutral
"00:00:19,000","00:00:23,000",What to serve to the table and how to entertain the guests is decided by the owner of the house.,neutral,neutral,neutral
"00:00:23,000","00:00:26,000","Every evening, guests put the assessment to the owner.",neutral,neutral,neutral
"00:00:26,000","00:00:29,000","And on Friday we will learn the name of the winner,",neutral,neutral,neutral
"00:00:29,000","00:00:32,000",which will receive a prize from the Dinner Continuent program.,neutral,neutral,neutral
"00:00:32,000","00:00:35,000","The winner of the week will become a participant in the superfinal,",neutral,neutral,neutral
"00:00:35,000","00:00:38,000",In which the best of the best will meet.,neutral,neutral,neutral
"00:00:38,000","00:00:41,000","See the Ren-TV channel ""Called Dinner"",",neutral,neutral,neutral
"00:00:41,000","00:00:46,000",In which everyone can prove that it is he who is an unsurpassed owner.,happiness,pride,mild
"00:00:59,000","00:01:04,000",Subtitrov editor A. Sinnetsk corrector A. Yegorov,neutral,neutral,neutral
"00:01:30,000","00:01:32,000",Ready to take part in our show.,happiness,excitement,mild
"00:01:32,000","00:01:36,000",So let's get acquainted with the new five players.,neutral,neutral,neutral
"00:01:36,000","00:01:38,000",Lecturer Lidia Sokolova-Serbskaya.,neutral,neutral,neutral
"00:01:38,000","00:01:41,000","So, I came to the program ""called dinner"",",neutral,neutral,neutral
"00:01:41,000","00:01:46,000","To show everyone that a woman can always gain her female happiness,",happiness,pride,moderate
"00:01:46,000","00:01:51,000",Always be in a good mood and even in retirement to be in demand.,happiness,optimism,moderate
"00:01:51,000","00:01:54,000",Practicing Pranad Maria Morra.,neutral,neutral,neutral
"00:01:54,000","00:01:56,000","I came to the “Dinner, I came to show everyone",happiness,pride,moderate
"00:01:56,000","00:02:01,000","That food should be primarily spiritual, unexpressible, not -worn.",happiness,curiosity,mild
"00:02:01,000","00:02:03,000",And it can also be a delicious calorie.,happiness,amusement,mild
"00:02:03,000","00:02:06,000",Restaurant singer Anastasia Ponomareva.,neutral,neutral,neutral
"00:02:06,000","00:02:11,000","I came to the ""called dinner"" to please my beloved mom.",happiness,love,moderate
"00:02:11,000","00:02:14,000",I know that she simply adores the transmission of the “Dinner”.,happiness,love,mild
"00:02:14,000","00:02:20,000",But I decided to make her nice to participate and learn to cook.,happiness,caring,moderate
"00:02:20,000","00:02:23,000",Director of the Patent Bureau Dmitry Centralian.,neutral,neutral,neutral
"00:02:23,000","00:02:26,000","Five years ago, I became interested in culinary",happiness,curiosity,mild
"00:02:26,000","00:02:32,000","And I want the participants in the ""dinner"" to appreciate my culinary talents.",happiness,pride,moderate
"00:02:32,000","00:02:34,000",And stylist Alexander Blinov.,neutral,neutral,neutral
"00:02:34,000","00:02:36,000","Well, since I still have building a house for my mother,",happiness,caring,moderate
"00:02:36,000","00:02:41,000","I would like to earn a stove in this way,",happiness,desire,moderate
"00:02:41,000","00:02:44,000","Then the refrigerator, and then, of course, the dishwasher.",happiness,desire,moderate
"00:02:44,000","00:02:47,000",You need to forget about the norm and think abnormally.,happiness,curiosity,mild
"00:02:47,000","00:02:52,000",So determines the success of one of the most recognized experts in the world of modern business,happiness,admiration,moderate
"00:02:52,000","00:02:56,000",Lecturer and Doctor of Sciences Keel Nordstrom.,neutral,neutral,neutral
"00:02:56,000","00:03:00,000",I am sure that this is precisely this principle adheres to our today's heroine,happiness,admiration,moderate
"00:03:00,000","00:03:03,000",Lidia Sokolova-Serbskaya.,neutral,neutral,neutral
"00:03:03,000","00:03:04,000","By the way, also a lecturer.",neutral,neutral,neutral
"00:03:04,000","00:03:08,000","Despite the fact that I retired, I continue to give lectures,",happiness,pride,moderate
"00:03:08,000","00:03:11,000","I spend master classes on image, fashion.",happiness,pride,moderate
"00:03:11,000","00:03:16,000","It is always very interesting for me preparation, and, of course, for the audience,",happiness,excitement,mild
"00:03:16,000","00:03:19,000",Because the themes of the image are now very in demand.,happiness,optimism,mild
"00:03:19,000","00:03:21,000",Lydia is active.,happiness,admiration,mild
"00:03:21,000","00:03:25,000","She is vividly interested in new products not only of fashion, but also culture in general.",happiness,curiosity,moderate
"00:03:25,000","00:03:29,000","I really like to travel, go to the cinema, to the theater.",happiness,joy,moderate
"00:03:29,000","00:03:34,000",I watched all almost competitive films of the Russian program at the film festival.,happiness,pride,mild
"00:03:34,000","00:03:36,000","Of course, I read a lot.",happiness,pride,mild
"00:03:36,000","00:03:38,000","In addition, I accept guests.",neutral,neutral,neutral
"00:03:38,000","00:03:40,000","This is also, if you want, a hobby.",neutral,neutral,neutral
"00:03:40,000","00:03:43,000",Our heroine inherited such a hobby.,neutral,neutral,neutral
"00:03:43,000","00:03:46,000",Mom and Dad always loved guests.,happiness,caring,mild
