start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:04,000","John, they ask. Are you happy that your program has been around for ten years?",happiness,curiosity,mild
"00:00:04,000","00:00:08,000",And of course fantastic. So many beautiful memories.,happiness,joy,moderate
"00:00:08,000","00:00:10,000",O!,surprise,surprise,mild
"00:00:12,000","00:00:14,000",Hallo?,neutral,neutral,neutral
"00:00:14,000","00:00:16,000",Ah!,surprise,surprise,mild
"00:00:16,000","00:00:18,000",Ah! Fuses!,surprise,confusion,mild
"00:00:18,000","00:00:20,000",I think we have to go back to basics.,surprise,realization,moderate
"00:00:20,000","00:00:23,000","I'm not leaving so quickly. No, I'm not leaving so quickly.",happiness,optimism,moderate
"00:00:23,000","00:00:25,000",Ah!,surprise,surprise,mild
"00:00:26,000","00:00:28,000","Come on, come on.",,,
"00:00:28,000","00:00:32,000",Of course we also have drivers this year with their own issues in traffic.,neutral,neutral,neutral
"00:00:39,000","00:00:43,000",And how beautiful it is that we all these drivers ...,happiness,admiration,mild
"00:00:43,000","00:00:45,000",Woehoe!,happiness,excitement,intense
"00:00:45,000","00:00:47,000",Ah!,surprise,surprise,mild
"00:00:47,000","00:00:49,000",Shaving.,neutral,neutral,neutral
"00:00:50,000","00:00:53,000","Yes, no, but I didn't mean that.",surprise,confusion,mild
"00:00:53,000","00:00:56,000",But I am very looking forward to it.,happiness,excitement,moderate
"00:01:09,000","00:01:13,000",Welcome to a new season of the bad driver of the Netherlands.,neutral,neutral,neutral
"00:01:13,000","00:01:18,000",This anniversary year also exploded our mailbox from people who are really scared ...,fear,fear,moderate
"00:01:18,000","00:01:21,000",That it could go very wrong in traffic ...,fear,fear,moderate
"00:01:21,000","00:01:23,000","With their boyfriend, girlfriend or family member.",happiness,caring,mild
"00:01:23,000","00:01:27,000","So thanks for your registrations. Thanks, thanks.",happiness,gratitude,moderate
"00:01:27,000","00:01:28,000",Dank.,happiness,gratitude,mild
"00:01:28,000","00:01:30,000",I'm Shelly and this is Ricky.,neutral,neutral,neutral
"00:01:30,000","00:01:33,000",I nominated her for the bad driver of the Netherlands.,disgust,disapproval,moderate
"00:01:33,000","00:01:37,000",Ricky is 65 Plus and has had her driver's license for years.,neutral,neutral,neutral
"00:01:37,000","00:01:40,000","One thing, she has not been doing in the last 40 years.",happiness,curiosity,mild
"00:01:40,000","00:01:42,000","O, o, o, o, Ricky.",disgust,disapproval,mild
"00:01:42,000","00:01:44,000",I'm Michael. And this is Bradley.,neutral,neutral,neutral
"00:01:44,000","00:01:48,000","And especially with its anti -social, bulky, hysterical divagon behavior ...",disgust,disapproval,intense
"00:01:48,000","00:01:51,000",I nominate him as the bad driver of the Netherlands.,disgust,disapproval,moderate
"00:01:51,000","00:01:56,000",Bradley is 19 years young and lives with 37-year-old Michael.,neutral,neutral,neutral
"00:01:56,000","00:01:59,000","In terms of driving, Bradley in an old car you have to learn it.",neutral,neutral,neutral
"00:01:59,000","00:02:01,000",Hallo.,neutral,neutral,neutral
"00:02:01,000","00:02:03,000","He comes from the right, isn't it?",surprise,confusion,mild
"00:02:03,000","00:02:07,000",I am Petra and this is my charitable woman Myrthe.,neutral,neutral,neutral
"00:02:07,000","00:02:10,000","Myrthe and Petra, a duo with wedding plans.",happiness,joy,mild
"00:02:10,000","00:02:13,000",The only thing that can get between the 2 freezers ...,happiness,curiosity,mild
"00:02:13,000","00:02:15,000",Is the driving style of Myrthe.,disgust,disapproval,mild
"00:02:15,000","00:02:17,000","Wow. At the table. That is finished, isn't it?",surprise,surprise,mild
"00:02:17,000","00:02:19,000",I'm Tara and this is Arne.,neutral,neutral,neutral
"00:02:19,000","00:02:22,000",And he is really the worst driver in the Netherlands.,disgust,disapproval,intense
"00:02:22,000","00:02:25,000","Yes, Arne and Tara are BFFs from their younger years.",neutral,neutral,neutral
"00:02:25,000","00:02:28,000","Best Friends Forever, already feared Tara for Forever.",fear,fear,mild
"00:02:28,000","00:02:31,000",They suspect fatal end of road pirate Arne.,fear,fear,moderate
"00:02:33,000","00:02:35,000",Do you understand? I stopped on time.,happiness,relief,mild
"00:02:35,000","00:02:39,000","She is the worst driver in the Netherlands, because she is fucking bad.",anger,anger,intense
"00:02:40,000","00:02:43,000",Marjolein and Esmeralda live unsafe in the Bijlmer.,fear,fear,moderate
"00:02:43,000","00:02:47,000",Only when Marjolein starts driving normally will the Bijlmer be safe again.,disgust,disapproval,moderate
"00:02:48,000","00:02:53,000","Hi, I am Iris and I nominate Tanishia for the worst driver in the Netherlands.",disgust,disapproval,moderate
"00:02:53,000","00:02:55,000",Tanishia has been taking driving lessons for 10 years ...,neutral,neutral,neutral
"00:02:55,000","00:02:58,000",Until she accidentally passes her exam.,surprise,surprise,mild
"00:02:58,000","00:03:00,000",Girlfriend Iris wonders hard.,happiness,curiosity,moderate
"00:03:00,000","00:03:02,000",Did she ever really learn to drive?,happiness,curiosity,moderate
"00:03:02,000","00:03:03,000",Oh my god!,surprise,surprise,moderate
"00:03:03,000","00:03:08,000",It is up to us the clean task to raise these drivers again.,happiness,optimism,moderate
"00:03:08,000","00:03:11,000","And after 10 years, one thing is still the most important thing.",surprise,realization,mild
"00:03:12,000","00:03:15,000",Make the Netherlands a bit safer.,happiness,optimism,moderate
"00:03:19,000","00:03:21,000",Our drivers start their adventure ...,happiness,excitement,mild
"00:03:21,000","00:03:24,000",With a nice diversion by Vissersdorp Spakenburg.,neutral,neutral,neutral
"00:03:24,000","00:03:27,000",Because before we extensively test our candidates ...,neutral,neutral,neutral
"00:03:27,000","00:03:30,000",We want to know what kind of meat we have in De Kuip.,happiness,curiosity,mild
"00:03:31,000","00:03:34,000",To get new hunger. Fresh fish.,happiness,desire,mild
"00:03:34,000","00:03:37,000",How do our drivers behave in an environment ...,happiness,curiosity,mild
"00:03:37,000","00:03:39,000",Where people and animals were safe?,neutral,neutral,neutral
"00:03:39,000","00:03:42,000",Where a serene resting driver drops nicely relaxed.,neutral,neutral,neutral
"00:03:42,000","00:03:44,000",But make sure that you remain sensitive.,neutral,neutral,neutral
"00:03:45,000","00:03:46,000",Want...,neutral,neutral,neutral
"00:03:48,000","00:03:49,000",You never know ...,neutral,neutral,neutral
"00:03:51,000","00:03:53,000",That you can do things like this.,surprise,realization,mild
"00:03:53,000","00:03:56,000",And that is not the only difficulty.,neutral,neutral,neutral
"00:03:56,000","00:04:00,000",The rustic Spakenburg has made us a little more lively.,happiness,amusement,mild
"00:04:00,000","00:04:04,000","That scooter had no priority, because he comes from a residential area.",anger,annoyance,mild
"00:04:06,000","00:04:09,000","So even if you have priority, caution remains.",fear,fear,moderate
"00:04:09,000","00:04:13,000",Because being right and being right are two different things.,surprise,realization,mild
"00:04:14,000","00:04:18,000","As the first, driver Mitte and co -driver Petra drive through Spakenburg.",neutral,neutral,neutral
"00:04:18,000","00:04:19,000",And then we turn left.,neutral,neutral,neutral
"00:04:19,000","00:04:21,000",The peace of Spakenburg gives ...,neutral,neutral,neutral
"00:04:23,000","00:04:25,000",For the time being no influence on these Frisian ladies.,neutral,neutral,neutral
"00:04:25,000","00:04:27,000",All muscle? Yes.,neutral,neutral,neutral
"00:04:31,000","00:04:32,000","Yes, but ...",neutral,neutral,neutral
"00:04:33,000","00:04:36,000","What are you doing? Shout like that, please.",anger,annoyance,moderate
"00:04:36,000","00:04:37,000",He almost touched me.,fear,fear,moderate
"00:04:39,000","00:04:40,000",I'll wait.,neutral,neutral,neutral
"00:04:46,000","00:04:47,000",This is not going well.,sadness,disappointment,moderate
"00:04:47,000","00:04:51,000",I gave up my wife because she is a very bad rider.,disgust,disapproval,moderate
"00:04:51,000","00:04:53,000",And it's time for things to go differently.,happiness,optimism,moderate
"00:04:53,000","00:04:55,000",Hi. Bye.,neutral,neutral,neutral
"00:04:55,000","00:04:57,000",Bye. Hi.,neutral,neutral,neutral
"00:04:57,000","00:04:59,000",It seems like we are in China.,surprise,confusion,mild
"00:04:59,000","00:05:02,000",You never have that either. People with long ...,surprise,confusion,mild
"00:05:02,000","00:05:04,000","What is this, man?",surprise,confusion,moderate
"00:05:04,000","00:05:06,000",I have nothing.,neutral,neutral,neutral
"00:05:06,000","00:05:07,000",Waaah!,surprise,surprise,moderate
"00:05:09,000","00:05:11,000",Her driving style is very chaotic.,disgust,disapproval,moderate
"00:05:11,000","00:05:15,000",She has no overview at all. Everything happens at the last minute.,disgust,disapproval,moderate
"00:05:15,000","00:05:17,000",That gives dangerous situations.,fear,fear,moderate
"00:05:17,000","00:05:20,000",I can do it first. Not at the same time ... Waaah!,anger,annoyance,moderate
"00:05:20,000","00:05:24,000","The moment I'm behind the wheel, I do a lot of things at the same time.",happiness,pride,mild
"00:05:24,000","00:05:26,000",And everything comes in just as hard.,neutral,neutral,neutral
"00:05:26,000","00:05:28,000",Your head just goes out. Yes.,surprise,confusion,mild
"00:05:28,000","00:05:30,000",And that car will continue.,neutral,neutral,neutral
"00:05:32,000","00:05:34,000",What will he do then?,happiness,curiosity,mild
"00:05:34,000","00:05:35,000",Hallo!,neutral,neutral,neutral
