start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:10,000","Today it is an important day, because you are only there, but already have two",,,
"00:00:10,000","00:00:12,000",leave the island from you again.,neutral,neutral,neutral
"00:00:12,000","00:00:18,000","But see it as a compliment, because the couples actually want to say that they are you",happiness,admiration,mild
"00:00:18,000","00:00:21,000",See as the greatest threat to their relationship.,fear,fear,moderate
"00:00:21,000","00:00:25,000","Okay, here they are, the couples!",happiness,excitement,moderate
"00:00:26,000","00:00:30,000","The couples see each other one last time, but every contact is forbidden.",sadness,sadness,mild
"00:00:33,000","00:00:36,000","That is super nervous, because you don't know what it was like.",fear,nervousness,intense
"00:00:36,000","00:00:40,000","I know it was a fierce party with us, and then you have something like that, oh, he's",happiness,curiosity,moderate
"00:00:40,000","00:00:43,000",Been there too and what happened.,happiness,curiosity,moderate
"00:00:43,000","00:00:45,000","Yes, then you are just nervous.",fear,nervousness,intense
"00:00:45,000","00:00:49,000",But we looked at each other and he did right away ...,neutral,neutral,neutral
"00:00:49,000","00:00:50,000",Like this.,neutral,neutral,neutral
"00:00:50,000","00:00:54,000","So yes, then you know, that wasn't actually allowed, but you actually know,",surprise,realization,mild
"00:00:54,000","00:00:55,000",So it's just good.,happiness,relief,mild
"00:00:55,000","00:00:57,000","Tim, had a tough evening?",neutral,neutral,neutral
"00:00:57,000","00:01:03,000","I went to sleep with a james, and yes, not that I was so fed up, because I just felt like it",neutral,neutral,neutral
"00:01:03,000","00:01:04,000",To sleep with a James.,neutral,neutral,neutral
"00:01:04,000","00:01:06,000","I wanted to say, that's not entirely the intention, but ...",neutral,neutral,neutral
"00:01:07,000","00:01:08,000",James?,happiness,curiosity,mild
"00:01:08,000","00:01:09,000",And?,happiness,curiosity,mild
"00:01:09,000","00:01:10,000",Also looked too deep in the glass?,disgust,disapproval,mild
"00:01:10,000","00:01:13,000","Ah, everything else is fine.",happiness,relief,mild
"00:01:13,000","00:01:14,000",Perfect.,neutral,neutral,neutral
"00:01:15,000","00:01:18,000",I saw that my friend had drunk a lot.,,,
"00:01:18,000","00:01:23,000","Then I see his face, then he becomes pale and he starts looking a little differently.",,,
"00:01:23,000","00:01:27,000","I saw that he had drunk a lot, but he has completely kept control.",happiness,relief,mild
"00:01:27,000","00:01:33,000","I don't think you are, if you are a man with about ten women somewhere on an island,",disgust,disapproval,moderate
"00:01:33,000","00:01:35,000",That you can trust that one hundred percent.,,,
"00:01:35,000","00:01:37,000","No, I don't think you can trust that one hundred percent.",disgust,disapproval,moderate
"00:01:38,000","00:01:40,000",I was actually more interested in those men.,happiness,curiosity,mild
"00:01:40,000","00:01:42,000",Then I could take a look at those men.,happiness,curiosity,mild
"00:01:42,000","00:01:46,000","And I knew that someone was allowed to vote the way, so I have focused more",neutral,neutral,neutral
"00:01:46,000","00:01:48,000",asked for those men.,happiness,curiosity,mild
"00:01:48,000","00:01:52,000",There were about a few of those ventiles that I saw as a competitor.,happiness,curiosity,mild
"00:01:52,000","00:01:55,000",Those are gests that are all seriously built.,happiness,admiration,mild
"00:01:55,000","00:01:57,000",Only not all are seriously built.,neutral,neutral,neutral
"00:01:57,000","00:02:01,000","There is also a certain person who is seriously built, but he does walk a bit crooked.",happiness,amusement,mild
"00:02:01,000","00:02:04,000",Probably one weight too much caught along the left.,happiness,amusement,mild
"00:02:05,000","00:02:08,000","Okay, we have a lot to do today, so we will start.",happiness,optimism,moderate
"00:02:08,000","00:02:14,000","Ladies, so clearly you can send one of these bachelors home.",neutral,neutral,neutral
"00:02:14,000","00:02:20,000","And gentlemen, then it is your turn to send one of the bachelors men out.",neutral,neutral,neutral
"00:02:20,000","00:02:22,000","Okay, ladies.",neutral,neutral,neutral
"00:02:22,000","00:02:25,000","Do you have an idea of ​​oei somewhere, that or that?",surprise,confusion,mild
"00:02:25,000","00:02:27,000",We are unanimous.,neutral,neutral,neutral
"00:02:27,000","00:02:28,000",You are already unanimous?,surprise,surprise,mild
"00:02:28,000","00:02:30,000","Yes, from the beginning.",neutral,neutral,neutral
"00:02:30,000","00:02:32,000","You clearly agree, yes?",happiness,curiosity,mild
"00:02:32,000","00:02:33,000",And.,neutral,neutral,neutral
"00:02:33,000","00:02:34,000",Voilà.,neutral,neutral,neutral
"00:02:35,000","00:02:37,000",Then I take this chain.,neutral,neutral,neutral
"00:02:38,000","00:02:41,000","And Rachel, you can tell me which lady it is.",happiness,curiosity,mild
"00:02:50,000","00:03:14,000","Yes, that is of course, I think beautiful, less beautiful, beautiful, very beautiful.",happiness,admiration,mild
"00:03:14,000","00:03:18,000","That way, yes, of course it is actually a bit of meat inspection.",disgust,disapproval,moderate
"00:03:18,000","00:03:20,000","That's stupid to say, but yes, you're sitting there.",fear,embarrassment,mild
"00:03:20,000","00:03:23,000","So I was, say, a bit busy.",neutral,neutral,neutral
"00:03:23,000","00:03:26,000",I was just making a picture for myself.,neutral,neutral,neutral
"00:03:26,000","00:03:27,000",Great.,happiness,approval,mild
"00:03:38,000","00:03:40,000",How was your name again?,happiness,curiosity,mild
"00:03:40,000","00:03:41,000",Barbara.,neutral,neutral,neutral
"00:03:41,000","00:03:43,000",You are wearing a very nice bikini.,happiness,admiration,mild
"00:03:43,000","00:03:44,000",Thank you.,happiness,gratitude,mild
"00:03:49,000","00:03:51,000",Hello Jill. Are you okay?,happiness,caring,mild
"00:03:54,000","00:03:55,000",Diabolic.,disgust,disapproval,moderate
"00:03:57,000","00:04:00,000","Angelique, taking a step forward.",neutral,neutral,neutral
"00:04:03,000","00:04:04,000",Regrettably.,sadness,disappointment,mild
"00:04:04,000","00:04:05,000",Great.,happiness,approval,mild
"00:04:16,000","00:04:18,000","I am surprised, huh.",surprise,surprise,mild
"00:04:18,000","00:04:22,000","They are all handsome women, so on the one hand I am charmed.",happiness,admiration,mild
"00:04:22,000","00:04:26,000","You clearly had a very, very good reason to do this.",happiness,approval,moderate
"00:04:26,000","00:04:27,000",Tell me.,happiness,curiosity,mild
"00:04:27,000","00:04:29,000","Yes, we all enjoy our men.",happiness,joy,mild
"00:04:29,000","00:04:31,000","With all the beautiful girls, but not with her.",disgust,disapproval,moderate
"00:04:31,000","00:04:33,000","The Angelique, diabolics.",disgust,disapproval,moderate
"00:04:34,000","00:04:35,000",She was really the worst.,disgust,disgust,moderate
"00:04:35,000","00:04:37,000",Not because we found her the biggest threat.,neutral,neutral,neutral
"00:04:37,000","00:04:39,000",I found her the least threat of all.,neutral,neutral,neutral
"00:04:39,000","00:04:40,000",But she did ...,neutral,neutral,neutral
"00:04:41,000","00:04:42,000",She did that.,neutral,neutral,neutral
"00:04:42,000","00:04:43,000",She was really like that ...,neutral,neutral,neutral
"00:04:43,000","00:04:44,000",So whorey this.,disgust,disgust,intense
"00:04:44,000","00:04:45,000",She looked at us.,neutral,neutral,neutral
"00:04:46,000","00:04:47,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,surprise,confusion,moderate
"00:04:48,000","00:04:50,000",I got shivers over my body from her.,fear,fear,moderate
"00:04:50,000","00:04:51,000",And she did ...,neutral,neutral,neutral
"00:04:52,000","00:04:53,000",Like this.,neutral,neutral,neutral
"00:04:53,000","00:04:55,000",I thought it was really stupid of her to do that.,disgust,disapproval,moderate
"00:04:55,000","00:04:58,000",Because then you can just know that you are going out.,surprise,realization,mild
"00:04:58,000","00:05:00,000","Oh, is it so deep?",happiness,curiosity,mild
"00:05:00,000","00:05:01,000","Yes, very deep.",neutral,neutral,neutral
"00:05:02,000","00:05:04,000",We hope you made the right choice.,happiness,optimism,mild
"00:05:05,000","00:05:08,000","Men, we also have the necklace for you.",neutral,neutral,neutral
"00:05:31,000","00:05:32,000",,,,
"00:05:42,000","00:05:43,000",It has to.,neutral,neutral,neutral
"00:05:57,000","00:05:58,000",He can stay.,happiness,relief,mild
"00:06:01,000","00:06:03,000",Your hair is less fun than yesterday.,disgust,disapproval,mild
"00:06:07,000","00:06:08,000",WAF.,neutral,neutral,neutral
"00:06:09,000","00:06:10,000",Unfortunately.,sadness,disappointment,mild
"00:06:11,000","00:06:13,000",The Temptation is already over for you.,sadness,disappointment,moderate
"00:06:13,000","00:06:15,000","Damn, why do they vote him now?",anger,annoyance,moderate
"00:06:26,000","00:06:28,000",That Beachboy with his muscular song.,happiness,amusement,mild
"00:06:28,000","00:06:30,000",That was just that way ...,neutral,neutral,neutral
"00:06:30,000","00:06:32,000",I think Katrien's neighborhood remains.,neutral,neutral,neutral
"00:06:32,000","00:06:34,000",I already expected that a bit.,surprise,realization,mild
"00:06:34,000","00:06:36,000",I am the most threatening. It's an honor.,happiness,pride,moderate
