start_time,end_time,text,emotion,sub-emotion,intensity
"00:00:00,000","00:00:03,000",This is my decision. The case has been finished. Thank you.,neutral,neutral,neutral
"00:00:03,000","00:00:05,000",You said to me ...,neutral,neutral,neutral
"00:00:05,000","00:00:09,000",I wish you fell dead here on the spot.,anger,anger,intense
"00:00:09,000","00:00:11,000",That's not true.,disgust,disapproval,mild
"00:00:11,000","00:00:13,000","Ameke, Ameke, Ameke, you have said more.",anger,annoyance,mild
"00:00:14,000","00:00:18,000",I'm leaving here. I am getting there ... I think so ...,neutral,neutral,neutral
"00:00:18,000","00:00:20,000",But they can also say how they have it?,happiness,curiosity,mild
"00:00:20,000","00:00:22,000","Not yes, but it is not.",surprise,confusion,mild
"00:00:22,000","00:00:23,000",Gosh.,surprise,surprise,mild
"00:00:30,000","00:00:34,000","People always want to be right. If they don't have it, she will make it.",anger,annoyance,moderate
"00:00:35,000","00:00:39,000",I think my neighbor lives alone on an island. I think so.,happiness,curiosity,mild
"00:00:39,000","00:00:42,000","We have to go through that sour apple, but for that we are here.",happiness,optimism,moderate
"00:00:42,000","00:00:44,000",I just thought it would happen that way.,surprise,realization,mild
"00:00:51,000","00:00:55,000",I am on my way to the 77-year-old Anneke from Montfoort.,neutral,neutral,neutral
"00:00:56,000","00:00:59,000",She is the proud owner of a wonderful senior home ...,happiness,pride,mild
"00:00:59,000","00:01:02,000",With Wijts View over the Utrecht meadows.,happiness,admiration,mild
"00:01:02,000","00:01:05,000","Well, what more do you want, I hear you think.",happiness,curiosity,mild
"00:01:05,000","00:01:08,000","Well, no annoyance, for example.",anger,annoyance,mild
"00:01:08,000","00:01:12,000",Because since the neighbors have added a whimper of a conservatory ...,anger,annoyance,moderate
"00:01:12,000","00:01:15,000",Anneke annoys an accident.,anger,annoyance,intense
"00:01:15,000","00:01:18,000","When I sit on the balcony, I just feel locked up.",anger,annoyance,moderate
"00:01:18,000","00:01:22,000",That you ... that window view is just completely gone.,sadness,disappointment,moderate
"00:01:22,000","00:01:26,000","The neighbors in question, Gerda and Hans, believe that Anneke should not complain that way.",disgust,disapproval,mild
"00:01:26,000","00:01:30,000",That conservatory is completely fine there and moreover it meets all the rules.,neutral,neutral,neutral
"00:01:30,000","00:01:33,000","In short, people, don't get annoyed.",anger,annoyance,mild
"00:01:33,000","00:01:36,000",She eats her own from the inside.,disgust,disgust,moderate
"00:01:36,000","00:01:39,000","Yes, it's just the jealousy.",surprise,realization,mild
"00:01:39,000","00:01:42,000",You have that and I don't have it.,,,
"00:01:42,000","00:01:45,000","In the meantime, both neighbors have made a considerable game of it.",anger,annoyance,moderate
"00:01:45,000","00:01:49,000",And so it is high time that Master Visser and I travel to Montfoort ...,happiness,optimism,moderate
"00:01:49,000","00:01:52,000",To ensure that the game is off forever.,happiness,optimism,intense
"00:02:05,000","00:02:10,000",I am Anneke Jongerius and I came to live here in 2011.,neutral,neutral,neutral
"00:02:10,000","00:02:14,000",I was very proud to be able to buy this house on my own.,happiness,pride,moderate
"00:02:14,000","00:02:18,000",But that became a lot less almost two years ago.,sadness,sadness,mild
"00:02:20,000","00:02:22,000","Yes, this is to get in.",neutral,neutral,neutral
"00:02:22,000","00:02:24,000","Well, there he comes right?",neutral,neutral,neutral
"00:02:24,000","00:02:27,000","No, you first have to walk around here.",neutral,neutral,neutral
"00:02:27,000","00:02:33,000",Look now. I am Gerda Vreeswijk and I have been living here for 15 years now.,neutral,neutral,neutral
"00:02:33,000","00:02:36,000",And I think it's a wonderful place here.,neutral,neutral,neutral
"00:02:36,000","00:02:38,000",A Lottertelotterij.,happiness,amusement,mild
"00:02:38,000","00:02:41,000","Yes, it's really a Lottertelotterij.",happiness,amusement,mild
"00:02:42,000","00:02:45,000",One day I had a conversation with the neighbor ...,neutral,neutral,neutral
"00:02:45,000","00:02:49,000",And then she told me that she had a roof made.,neutral,neutral,neutral
"00:02:49,000","00:02:51,000","I thought, well, a roof.",neutral,neutral,neutral
"00:02:51,000","00:02:55,000","But in the end, after a week, it turned out to be a conservatory.",surprise,surprise,mild
"00:02:59,000","00:03:02,000","The neighbor, who has trouble with it.",anger,annoyance,mild
"00:03:02,000","00:03:07,000",But this is my place and I can do what I want with that.,happiness,pride,moderate
"00:03:07,000","00:03:09,000",I have sun here up to an hour or two or three.,neutral,neutral,neutral
"00:03:09,000","00:03:12,000",But now in the spring and autumn it is just not.,sadness,disappointment,mild
"00:03:12,000","00:03:14,000",The rude view is also completely gone.,sadness,disappointment,moderate
"00:03:14,000","00:03:17,000",It looks like you're looking over a corner.,happiness,curiosity,mild
"00:03:17,000","00:03:19,000","I just think it's, yes ...",neutral,neutral,neutral
"00:03:19,000","00:03:21,000",I just feel locked up.,anger,annoyance,moderate
"00:03:21,000","00:03:24,000",I also don't have a soup.,neutral,neutral,neutral
"00:03:24,000","00:03:27,000",She has set a room to move a chair.,neutral,neutral,neutral
"00:03:27,000","00:03:30,000",So she nags not to do anything.,anger,annoyance,moderate
"00:03:30,000","00:03:33,000",She has set a room to move a chair.,neutral,neutral,neutral
"00:03:33,000","00:03:35,000",So she nags not to do anything.,anger,annoyance,moderate
"00:03:35,000","00:03:37,000",So she nags for nothing.,anger,annoyance,moderate
"00:03:37,000","00:03:42,000","At first I thought it was very nice, but I am so disappointed.",sadness,disappointment,intense
"00:03:42,000","00:03:45,000",I can't tell how someone can be like that.,surprise,confusion,moderate
"00:03:45,000","00:03:47,000",I just don't understand that.,surprise,confusion,moderate
"00:03:58,000","00:04:00,000","So, there we are.",neutral,neutral,neutral
"00:04:00,000","00:04:02,000",It is beautiful mouth -watering.,happiness,admiration,mild
"00:04:02,000","00:04:04,000",Do you have to take a look.,happiness,curiosity,mild
"00:04:04,000","00:04:08,000","Under the smoke of Utrecht, but with this view.",happiness,admiration,mild
"00:04:08,000","00:04:11,000","Best of Both Worlds, we say. We all want that, right?",happiness,optimism,mild
"00:04:11,000","00:04:14,000","But yes, without a fight with the neighbors.",anger,annoyance,mild
"00:04:14,000","00:04:16,000",Let's see where we are.,happiness,curiosity,mild
"00:04:16,000","00:04:19,000","Here on the corner, that's the house of Gerda and Hans.",neutral,neutral,neutral
"00:04:19,000","00:04:22,000","And in addition, neighbor Anneke lives.",neutral,neutral,neutral
"00:04:22,000","00:04:24,000",And then it can't miss it ...,neutral,neutral,neutral
"00:04:24,000","00:04:28,000",Then that is the conservatory that plays the leading role today.,neutral,neutral,neutral
"00:04:28,000","00:04:32,000",But thanks to that conservatory it is far from cozy.,sadness,disappointment,moderate
"00:04:32,000","00:04:35,000",First drink a cup of coffee at Anneke.,neutral,neutral,neutral
"00:04:37,000","00:04:40,000","Yes, look now. What a nice courtyard.",happiness,admiration,mild
"00:04:40,000","00:04:42,000",With all seniors.,neutral,neutral,neutral
"00:04:43,000","00:04:45,000","Good morning. Goedemorgen, Victor.",neutral,neutral,neutral
"00:04:45,000","00:04:47,000","I'm Anneke. Victor, pleasant.",neutral,neutral,neutral
"00:04:47,000","00:04:52,000",I come and chat with you about the hassle around the conservatory of the neighbors.,anger,annoyance,mild
"00:04:52,000","00:04:55,000","Yes. Crying you are closer than laughing, I see.",sadness,sadness,moderate
"00:04:55,000","00:04:58,000","Yes, I can say that. Well, then I'll come in soon.",neutral,neutral,neutral
"00:04:58,000","00:05:00,000",You have coins. Come on.,neutral,neutral,neutral
"00:05:01,000","00:05:04,000",It's against the ants. Oh against the ants.,neutral,neutral,neutral
"00:05:10,000","00:05:12,000","Oh, wow.",surprise,surprise,mild
"00:05:12,000","00:05:15,000","Well, Victor, you see it. This is my terrace.",neutral,neutral,neutral
"00:05:15,000","00:05:17,000","Beautiful, say. Yes.",happiness,admiration,mild
"00:05:17,000","00:05:19,000",View of the sheep.,neutral,neutral,neutral
"00:05:19,000","00:05:22,000","Here, yes. Not meant there.",neutral,neutral,neutral
"00:05:22,000","00:05:25,000","No. Because this is the big problem, right?",,,
"00:05:25,000","00:05:27,000",Yes. I have lost the spatial vision ...,sadness,sadness,moderate
"00:05:27,000","00:05:30,000",And I just lost a piece of view and so on.,sadness,sadness,moderate
"00:05:30,000","00:05:32,000","Because just for me, ma'am.",neutral,neutral,neutral
"00:05:32,000","00:05:34,000",The fence used to be here ...,neutral,neutral,neutral
"00:05:34,000","00:05:37,000",And then you could even look a little over the fence ...,neutral,neutral,neutral
"00:05:37,000","00:05:39,000",And then it was more open spatially.,neutral,neutral,neutral
"00:05:39,000","00:05:41,000","Well, you know, this piece is ...",neutral,neutral,neutral
"00:05:41,000","00:05:43,000",Then you could look over it.,neutral,neutral,neutral
"00:05:43,000","00:05:46,000",And then you could look past it and that is gone.,sadness,sadness,moderate
"00:05:46,000","00:05:49,000",That is gone. Yes. Everything is gone.,sadness,grief,intense
"00:05:49,000","00:05:54,000",Well. I just feel locked up by that thing.,anger,annoyance,moderate
"00:05:54,000","00:05:58,000",Yes. I see that you are a blood saw clean.,surprise,confusion,mild
"00:05:58,000","00:06:00,000",Or is that because of me?,happiness,curiosity,mild
"00:06:00,000","00:06:03,000","No, that's because. Yes.",neutral,neutral,neutral
